"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Veni, Vidi, Vici: Solving the Myriad of Challenges before Knowledge Graph Learning","J. Sardina; L. Costabello; C. Guéret","School of Computer Science and Statistics Trinity College Dublin and Accenture Labs, Dublin, Ireland; BioInnovation Labs Accenture, Dublin, Ireland; BioInnovation Labs Accenture, Dublin, Ireland",2024 IEEE 18th International Conference on Semantic Computing (ICSC),"22 Mar 2024","2024","","","197","203","Knowledge Graphs (KGs) have become increasingly common for representing large-scale linked data. However, their immense size has required graph learning systems to assist humans in analysis, interpretation, and pattern detection. While there have been promising results for researcher- and clinician-empowerment through a variety of KG learning systems, we identify four key deficiencies in state-of-the-art graph learning that simultaneously limit KG learning performance and diminish the ability of humans to interface optimally with these learning systems. These deficiencies are: 1) lack of expert knowledge integration, 2) instability to node degree extremity in the KG, 3) lack of consideration for uncertainty and relevance while learning, and 4) lack of explainability. Furthermore, we characterise state-of-the-art attempts to solve each of these problems and note that each attempt has largely been isolated from attempts to solve the other problems. Through a formalisation of these problems and a review of the literature that addresses them, we adopt the position that not only are deficiencies in these four key areas holding back human-KG empowerment, but that the divide-and-conquer approach to solving these problems as individual units rather than a whole is a significant barrier to the interface between humans and KG learning systems. We propose that it is only through integrated, holistic solutions to the limitations of KG learning systems that human and KG learning co-empowerment will be efficiently affected. We finally present our ”Veni, Vidi, Vici” framework that sets a roadmap for effectively and efficiently shifting to a holistic co-empowerment model in both the KG learning and the broader machine learning domain.","2472-9671","979-8-3503-8535-9","10.1109/ICSC59802.2024.00037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10475612","Knowledge Graphs;Knowledge Graph Embedding;Relational Learning;Neuro-Symbolic Learning;GNNs","Learning systems;Surveys;Uncertainty;Reviews;Linked data;Semantics;Knowledge graphs","","4","","43","IEEE","22 Mar 2024","5-7 Feb. 2024","5-7 Feb. 2024","IEEE","IEEE Conferences"
"ContextGPT: Infusing LLMs Knowledge into Neuro-Symbolic Activity Recognition Models","L. Arrotta; C. Bettini; G. Civitarese; M. Fiori","Dept. of Computer Science, EveryWare Lab, University of Milan, Milan, Italy; Dept. of Computer Science, EveryWare Lab, University of Milan, Milan, Italy; Dept. of Computer Science, EveryWare Lab, University of Milan, Milan, Italy; Dept. of Computer Science, EveryWare Lab, University of Milan, Milan, Italy",2024 IEEE International Conference on Smart Computing (SMARTCOMP),"24 Jul 2024","2024","","","55","62","Context-aware Human Activity Recognition (HAR) is a hot research area in mobile computing, and the most effective solutions in the literature are based on supervised deep learning models. However, the actual deployment of these systems is limited by the scarcity of labeled data that is required for training. Neuro-Symbolic AI (NeSy) provides an interesting research direction to mitigate this issue, by infusing common-sense knowledge about human activities and the contexts in which they can be performed into HAR deep learning classifiers. Existing NeSy methods for context-aware HAR rely on knowledge encoded in logic-based models (e.g., ontologies) whose design, implementation, and maintenance to capture new activities and contexts require significant human engineering efforts, technical knowledge, and domain expertise. Recent works show that pre-trained Large Language Models (LLMs) effectively encode common-sense knowledge about human activities. In this work, we propose ContextGPT: a novel prompt engineering approach to retrieve from LLMs common-sense knowledge about the relationship between human activities and the context in which they are performed. Unlike ontologies, ContextGPT requires limited human effort and expertise, while sharing similar privacy concerns if the reasoning is performed in the cloud. An extensive evaluation using two public datasets shows how a NeSy model obtained by infusing common-sense knowledge from ContextGPT is effective in data scarcity scenarios, leading to similar (and sometimes better) recognition rates than logic-based approaches with a fraction of the effort.","2693-8340","979-8-3503-4994-8","10.1109/SMARTCOMP61445.2024.00029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10595652","human activity recognition;context-awareness;large language models","Knowledge engineering;Deep learning;Training;Privacy;Computational modeling;Ontologies;Human activity recognition","","11","","32","IEEE","24 Jul 2024","29 June-2 July 2024","29 June-2 July 2024","IEEE","IEEE Conferences"
"Application of Fuzzy Answer set Programming in Hybrid Deep Neural-Symbolic Architecture","S. Paul; K. S. Ray; D. Saha","ECSU, Indian Statistical Institute, Kolkata, India; ECSU, Indian Statistical Institute, Kolkata, India; CSE Department, Jadavpur University, Kolkata, India",2020 IEEE 1st International Conference for Convergence in Engineering (ICCE),"21 Dec 2020","2020","","","105","109","Hybrid deep neural-symbolic architecture for event-detection employs a deep neural network at the back-end to perform low-level reasoning and a symbolic logical module to perform high-level cognitive reasoning. The currently known hybrid architectures use classical Answer Set Programming(ASP), which is unable to perform fuzzy reasoning with uncertainty. Moreover these systems don't extract new rules from the available data. On the other hand, there are neuro-fuzzy systems that can extract fuzzy rules from data by means of Gaussian Restricted Boltzman Machines (GRBM). Both the aspects should be merged together to achieve human-like intelligent reasoning and learning from environment. But the success of such an integration depends upon the chosen logical system, that can support fuzzy reasoning with uncertainty, as well as, can support the extracted knowledge from GRBM. This work investigates the feasibility of using interval-valued fuzzy logic programming for this purpose. This work focuses on the theoretical aspects from logic programming perspective.","","978-1-7281-7340-5","10.1109/ICCE50343.2020.9290604","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9290604","Neural-Symbolic Integration;Fuzzy Answer Set Programming;Uncertainty;Gaussian-Bernoulli Restricted Boltzmann Machine;Event Detection;Confidence Rules","Cognition;Uncertainty;Data mining;Feature extraction;Training;Neural networks;Computer architecture","","1","","33","IEEE","21 Dec 2020","5-6 Sept. 2020","5-6 Sept. 2020","IEEE","IEEE Conferences"
"A Neuro-Symbolic, Multi-Modal Architecture for Advancing Adaptive Intelligent Tutoring Systems","K. Ruzimboev; I. Avezmatov; A. Xo‘Jamqulov","Dept. Exact Sciences, Mamun University, Khiva, Uzbekistan; Dept. Computer Science and Artificial Intelligence Technologies, Urgench State University Named After Abu Rayhan Biruni, Urgench, Uzbekistan; Dept. Artificial Intelligence, Tashkent State University of Economics, Tashkent, Uzbekistan",2025 IEEE XVII International Scientific and Technical Conference on Actual Problems of Electronic Instrument Engineering (APEIE),"18 Dec 2025","2025","","","1","6","The digital transformation of education has under-scored the demand for truly personalized learning environments. However, current Intelligent Tutoring Systems (ITS) often face a dichotomy: symbolic, rule-based systems offer pedagogical interpretability but are brittle, while purely connectionist models excel at pattern recognition but operate as ""black boxes"" lacking deep pedagogical reasoning. This paper addresses this critical gap by proposing a novel hybrid architecture for a neuro-symbolic, multi-modal ITS. The proposed system synergizes a symbolic pedagogical knowledge graph with a suite of deep learning models designed to process multi-modal student data streams, including textual input, vocal prosody, and facial expressions. The core hypothesis is that this integration allows for a more holistic and accurate real-time assessment of a student’s cognitive and affective state, leading to more effective, timely, and pedagogically-sound interventions. We present the theoretical framework of this architecture, detailing the mechanisms for multi-modal fusion and neuro-symbolic interaction. A comparative analysis suggests that this approach holds significant potential to surpass the limitations of existing ITS paradigms, thereby creating more engaging and effective personalized learning experiences. The practical significance lies in its potential to deliver scalable, nuanced, and human-like tutoring across various educational domains. We also report preliminary component-level pilot results: a lightweight 3-block CNN for four-class affect detection on a subset mapped from FER2013 shows accuracy rising from 43.8% at 10 epochs to 56.5% at 150 epochs (macro-F1 from 0.35 to 0.51). A TF-IDF + Logistic Regression baseline for text-based confusion signals reaches 91.7% accuracy on a 60-item synthetic set. These sanity checks are not intended as state-of-the-art, but they demonstrate feasibility and motivate our staged validation plan.","2473-8573","979-8-3315-5916-8","10.1109/APEIE66761.2025.11289439","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11289439","Intelligent Tutoring Systems;Neuro-Symbolic AI;Multi-Modal Learning Analytics;Personalized Learning;Educational Technology;Knowledge Representation","Bridges;Visualization;Logistic regression;Accuracy;Instruments;Face recognition;Prototypes;Knowledge graphs;Cognition;Real-time systems","","","","26","IEEE","18 Dec 2025","14-16 Nov. 2025","14-16 Nov. 2025","IEEE","IEEE Conferences"
"DeNSAINet: DDoS Attack Detection using Neuro-Symbolic AI in Softwarized Networks","S. Dey; A. Paul; A. Mukherjee; D. Basu; U. Ghosh","Department of Computer Science & Engineering, University of Kalyani Kalyani, Nadia; Department of Electronics & Communication Engineering, Heritage Institute of Technology, Kolkata, India; Department of Electronics & Communication Engineering, Heritage Institute of Technology, Kolkata, India; G. S. Sanyal School of Telecommunications, Indian Institute of Technology, Kharagpur, India; Dept. of Computer Science and Data Science, School of Applied Computational Sciences MMC, TN, USA",2025 IEEE 6th India Council International Subsections Conference (INDISCON),"2 Dec 2025","2025","","","1","6","This article aims to investigate DDoS (Distributed Denial of Service) identification techniques in software-defined network (SDN) systems by using DeNSAINet-an emerging AI (Artificial Intelligence) framework that leverages Neuro-Symbolic AI. Neuro-Symbolic AI is a cutting-edge technique that offers better performance when detecting DDoS attacks in an SDN system. In the application of DDoS attack detection, the framework is divided into symbolic reasoning and neural networks. Symbolic reasoning is used to determine whether a particular traffic is normal or malicious, and neural AI based on a knowledge graph is designed to specifically differentiate between DDoS attacks and other types of attacks. We have considered a benchmark dataset, namely InSDN, collected from Kaggle to conduct this research. Our performance metrics remain high, with an accuracy of 99.8% for detecting Metasploit DDoS attacks. The evaluation of other performance parameters was conducted using precision, recall, F1-score, and a confusion matrix.","","979-8-3315-1504-1","10.1109/INDISCON66021.2025.11254933","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11254933","Neuro-Symbolic AI;Software Defined Network;DDoS attacks;Neural networks;Packet flow;Throughput","Neural networks;Knowledge graphs;Benchmark testing;Denial-of-service attack;Throughput;Performance metrics;Cognition;Artificial intelligence;Software defined networking;Computer crime","","","","19","IEEE","2 Dec 2025","21-23 Aug. 2025","21-23 Aug. 2025","IEEE","IEEE Conferences"
"Neuro-Symbolic AI: Pioneering Semantic Communication for 6G Wireless Networks","F. Shafi; A. Waghmare; R. J. Pandya; S. Iyer","Dept. of Electrical, Electronics and Communication Engineering, Indian Institute of Technology, Dharwad, India; Dept. of Computer Science and Engineering, Indian Institute of Technology, Dharwad, India; Dept. of Electrical, Electronics and Communication Engineering, Indian Institute of Technology, Dharwad, India; Dept. of Electronics and Communication Engineering, KLE Technological University, Dr. MSSCET, Belagavi, India","2025 International Conference on Microwave, Optical, and Communication Engineering (ICMOCE)","17 Jul 2025","2025","","","1","5","The Sixth Generation (6G) wireless networks aim to enhance data transmission efficiency and reliability by adopting semantic communication, which prioritizes contextually relevant information over precise bit-level accuracy. This approach reduces bandwidth usage while preserving the intended meaning. This article presents a neuro-symbolic Artificial Intelligence (AI) based framework that integrates Logic Tensor Networks (LTNs) and Matrix Factorization (MF) to optimize the semantic encoding and decoding processes. By leveraging logical reasoning and shared knowledge, the proposed model efficiently reconstructs incomplete or distorted data, even in noisy transmission environments. Experimental evaluations, conducted across a range of Signal-to-Noise Ratios (SNRs), demonstrate the system’s robustness in maintaining semantic reliability. Specifically, for low SNR values, the system demonstrated a decline in performance, with F1 scores between 0.52 and 0.57. However, as the SNR increased, the system’s performance improved significantly, with the F1 score reaching up to 0.65, and recall values exceeding 0.78 for higher SNR levels. High specificity (0.96–0.97) across all the SNR values further emphasizes the system’s ability to filter out irrelevant content effectively. These findings indicate that the proposed model is adaptable, scalable, and capable of efficiently transmitting context-rich information, making it suitable for a wide range of next-generation applications.","","979-8-3315-6642-5","10.1109/ICMOCE64100.2025.11076808","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11076808","Neuro-Symbolic AI;6G;Logic Tensor Networks;Matrix Factorization;Semantic Reliability","6G mobile communication;Optical filters;Accuracy;Tensors;Wireless networks;Semantic communication;Noise measurement;Recommender systems;Next generation networking;Signal to noise ratio","","","","13","IEEE","17 Jul 2025","23-25 May 2025","23-25 May 2025","IEEE","IEEE Conferences"
"An energy-based model for neuro-symbolic reasoning on knowledge graphs","D. Dold; J. S. Garrido","Siemens AI Lab, Siemens AG Technology, Munich, Germany; Siemens AI Lab, Siemens AG Technology, Munich, Germany",2021 20th IEEE International Conference on Machine Learning and Applications (ICMLA),"25 Jan 2022","2021","","","916","921","Machine learning on graph-structured data has recently become a major topic in industry and research, finding many exciting applications such as recommender systems and automated theorem proving. We propose an energy-based graph embedding algorithm to characterize industrial automation systems, integrating knowledge from different domains like industrial automation, communications and cybersecurity. By combining knowledge from multiple domains, the learned model is capable of making context-aware predictions regarding novel system events and can be used to evaluate the severity of anomalies that might be indicative of, e.g., cybersecurity breaches. The presented model is mappable to a biologically-inspired neural architecture, serving as a first bridge between graph embedding methods and neuromorphic computing– uncovering a promising edge application for this upcoming technology.","","978-1-6654-4337-1","10.1109/ICMLA52953.2021.00151","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9680167","knowledge graph;graph embedding;cybersecurity;industrial automation;energy function;sampling;neuromorphic computing","Automation;Neuromorphics;Computational modeling;Biological system modeling;Training data;Machine learning;Predictive models;Prediction algorithms;Data models;Computer security","","5","","30","IEEE","25 Jan 2022","13-16 Dec. 2021","13-16 Dec. 2021","IEEE","IEEE Conferences"
"Neurosymbolic Artificial Intelligence for Printed Circuit Board Fault Detection","M. N. Khan; T. Greiner","Institute for Smart Systems and Services, Pforzheim University, Pforzheim, Germany; Institute for Smart Systems and Services, Pforzheim University, Pforzheim, Germany",2025 10th International Conference on Machine Learning Technologies (ICMLT),"13 Oct 2025","2025","","","116","124","This paper presents a novel neurosymbolic approach for resource-efficient Printed Circuit Board (PCB) fault detection. The method combines classical image processing with a Convolutional Neural Network (CNN) and a Knowledge Graph (KG) to capture visual and structural relationships among PCB components. First, key PCB features are extracted and structured into a Knowledge Graph; then graph embeddings are fused with CNN-derived features through a hybrid loss function that enforces alignment between visual and symbolic knowledge. Experiments on the DeepPCB dataset show that the proposed framework improves the classification accuracy from 83.86% (baseline CNN) to 87.85%, while reducing false positives and improving the interpretability of the model. These results demonstrate that the integration of structured domain knowledge significantly improves performance and explainability, making the framework promising for deployment in resource-constrained industrial environments.","","979-8-3315-3672-5","10.1109/ICMLT65785.2025.11193308","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11193308","PCB fault detection;neurosymbolic AI;knowledge graph;deep learning;interpretability","Deep learning;Visualization;Accuracy;Fault detection;Printed circuits;Knowledge graphs;Feature extraction;Electrical fault detection;Convolutional neural networks;Integrated circuit modeling","","","","27","IEEE","13 Oct 2025","23-25 May 2025","23-25 May 2025","IEEE","IEEE Conferences"
"Neuro-Symbolic AI in Healthcare","J. Wu; X. Mei; K. He; J. Xu; Q. Lin; Z. Gao; R. Mao","School of Computer Science, Northwestern Polytechnical University; School of Computer Science, Northwestern Polytechnical University; School of Saw Swee Hock School of Public Health, National University of Singapore; School of Saw Swee Hock School of Public Health, National University of Singapore; School of Saw Swee Hock School of Public Health, National University of Singapore; CRUK Cambridge Centre, Department of Oncology, University of Cambridge; College of Computing and Data Science, Nanyang Technological University",2025 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"29 Jan 2026","2025","","","6301","6306","Medical AI has achieved strong predictive performance, yet most systems remain limited by shallow reasoning, poor transparency, and weak generalisation in safety-critical settings. Neurosymbolic AI offers a path beyond these constraints by combining neural models' ability to learn from complex clinical data with the explicit structure, logic, and domain knowledge of symbolic methods. This article examines how neurosymbolic approaches can address core challenges in healthcare AI through five key areas: hybrid reasoning that unifies learning and logic; symbol grounding that links internal representations to clinically meaningful concepts; clinical interpretability that exposes reasoning steps; human-integrated decision-making that keeps clinicians in control; and knowledge-driven diagnosis that incorporates guidelines, ontologies, and causal understanding. Together, these elements outline how neurosymbolic AI can support systems that are not only accurate but also transparent, clinically aligned, and robust in complex or data-sparse scenarios. Advancing this paradigm will require collaboration across AI research, clinical practice, and knowledge engineering, as well as governance mechanisms that ensure fairness and accountability. Neurosymbolic AI thus represents a promising direction for building trustworthy, knowledge-rich intelligence in healthcare.","2156-1133","979-8-3315-1557-7","10.1109/BIBM66473.2025.11356503","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11356503","","Knowledge engineering;Symbols;Medical services;Ontologies;Cognition;Robustness;Pattern recognition;Logic;Artificial intelligence;Medical diagnostic imaging","","","","36","IEEE","29 Jan 2026","15-18 Dec. 2025","15-18 Dec. 2025","IEEE","IEEE Conferences"
"Recover: A Neuro-Symbolic Framework for Failure Detection and Recovery","C. Cornelio; M. Diab","Samsung AI, Cambridge, UK; University of Plymouth, UK",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","12435","12442","Recognizing failures during task execution and implementing recovery procedures is challenging in robotics. Traditional approaches rely on the availability of extensive data or a tight set of constraints, while more recent approaches leverage large language models (LLMs) to verify task steps and replan accordingly. However, these methods often operate offline, necessitating scene resets and incurring in high costs. This paper introduces Recover, a neuro-symbolic framework for online failure identification and recovery. By integrating ontologies, logical rules, and LLM-based planners, Recover exploits symbolic information to enhance the ability of LLMs to generate recovery plans and also to decrease the associated costs. In order to demonstrate the capabilities of our method in a simulated kitchen environment, we introduce OntoThor, an ontology describing the AI2Thor simulator setting. Empirical evaluation shows that OntoThor’s logical rules accurately detect all failures in the analyzed tasks, and that Recover considerably outperforms, for both failure detection and recovery, a baseline method reliant solely on LLMs. Supplementary material, including the OntoThor ontology, is available at: https://recover-ontothor.github.io.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10801853","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10801853","","Costs;Large language models;Ontologies;Intelligent robots","","10","","29","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"HAKE: A Knowledge Engine Foundation for Human Activity Understanding","Y. -L. Li; X. Liu; X. Wu; Y. Li; Z. Qiu; L. Xu; Y. Xu; H. -S. Fang; C. Lu","Qing Yuan Research Institute, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Shanghai Digital Medicine Innovation Center, Ruijin Hospital, Shanghai, China",IEEE Transactions on Pattern Analysis and Machine Intelligence,"5 Jun 2023","2023","45","7","8494","8506","Human activity understanding is of widespread interest in artificial intelligence and spans diverse applications like health care and behavior analysis. Although there have been advances with deep learning, it remains challenging. The object recognition-like solutions usually try to map pixels to semantics directly, but activity patterns are much different from object patterns, thus hindering another success. In this article, we propose a novel paradigm to reformulate this task in two-stage: first mapping pixels to an intermediate space spanned by atomic activity primitives, then programming detected primitives with interpretable logic rules to infer semantics. To afford a representative primitive space, we build a knowledge base including 26+ M primitive labels and logic rules from human priors or automatic discovering. Our framework, Human Activity Knowledge Engine (HAKE), exhibits superior generalization ability and performance upon canonical methods on challenging benchmarks. Code and data are available at http://hake-mvig.cn/.","1939-3539","","10.1109/TPAMI.2022.3232797","National Key Research and Development Project of China(grant numbers:2021ZD0110700); Shanghai Municipal Science and Technology(grant numbers:2021SHZDZX0102); Shanghai Qi Zhi Institute; Shanghai Municipal Commission of Economy and Informatization(grant numbers:2018-RGZN-02046); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10002711","Activity primitive;human activity understanding;knowledge engine;logic rule;neural-symbolic reasoning","Cognition;Semantics;Visualization;Object recognition;Knowledge based systems;Task analysis;Programming","Humans;Animals;Artificial Intelligence;Algorithms;Knowledge Bases;Human Activities;Gadiformes","21","","64","IEEE","29 Dec 2022","1 July 2023","","IEEE","IEEE Journals"
"ABLSpineLevelCheck: Localization of Vertebral Levels on Fluoroscopy via Semi-supervised Abductive Learning","J. Jiang; L. Shuai; Q. Zeng","College of AI and Automation, Hohai University, Changzhou, China; College of AI and Automation, Hohai University, Changzhou, China; College of AI and Automation, Hohai University, Changzhou, China",2024 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"10 Jan 2025","2024","","","3347","3350","Deep learning has demonstrated promising efficacy in the localization of vertebrae within X-ray images, although it is recognized for its deficiencies in compositional generalization, data efficiency, and interpretability. To address this issue, we introduce an abductive learning mechanism, situated within the neuro-symbolic paradigm, tailored for semi-supervised vertebral localization. Initially, unannotated spinal fluoroscopic images are processed by the networks to infer pseudo-labels for vertebra localization. Subsequently, these pseudo-labels undergo abductive reasoning via a knowledge base comprised of first-order logical clauses. The networks are then re-trained using the abducted outcomes. Additionally, we propose an ensemble technique that amalgamates semantic detection of vertebral levels with instance detection. To further enhance performance, we have synthesized a dataset and annotated the BUU dataset for network pre-training. Ablation studies validate the efficacy of the proposed components in our methodology. Furthermore, comparative analyses reveal that our approach significantly surpasses the leading object detection algorithms, exhibiting superior performance with minimal annotations.","2156-1133","979-8-3503-8622-6","10.1109/BIBM62325.2024.10822817","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10822817","Vertebrae Localization;Fluoroscopy;Abductive learning","Location awareness;Learning systems;Deep learning;Image recognition;Semantics;Knowledge based systems;Object detection;Cognition;Bioinformatics;X-ray imaging","","2","","14","IEEE","10 Jan 2025","3-6 Dec. 2024","3-6 Dec. 2024","IEEE","IEEE Conferences"
"Twist and Snap: A Neuro-Symbolic System for Affordance Learning of Opening Jars and Bottles","J. A. Aina; M. M. Hedblom","Jö nköping AI Lab, School of Engineering, Jönköping University, Jönköping, Sweden; Jö nköping AI Lab, School of Engineering, Jönköping University, Jönköping, Sweden",2024 7th Iberian Robotics Conference (ROBOT),"23 Dec 2024","2024","","","1","6","Autonomous robotic systems need a flexible and safe method to interact with their surroundings. When encountering unfamiliar objects, the agents should be able to identify and learn the involved affordances to apply appropriate actions. Focusing on affordance learning, we introduce a neuro-symbolic AI system with a robot simulation capable of inferring appropriate action. The system's core is a visuo-lingual attribute detection module coupled with a probabilistic knowledge base. The system is accompanied by a Unity robot simulation that is used for evaluation. The system is evaluated through caption-inferring capabilities using image captioning and machine translation metrics on a case study of opening containers. The two main affordance-action relation pairs are the jar/bottle lids that are open using either a ‘twist’ or a ‘snap’ action. The results show the system is successful in opening all 50 containers in the test case, based on an accurate attribute captioning rate of 71%. The mismatch is likely due to the ‘snapping’ lids being able to open also after a twisting motion. Our system demonstrates that affordance inference can be successfully implemented using a cognitive visuo-lingual method that could be generalized to other affordance cases.","","979-8-3503-7636-4","10.1109/ROBOT61475.2024.10797390","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10797390","Autonomous robots;Hybrid learning;Affordances;Inference mechanisms;Hybrid intelligent systems","Measurement;Accuracy;Affordances;Knowledge based systems;Focusing;Containers;Probabilistic logic;Machine translation;Intelligent systems;Robots","","1","","41","IEEE","23 Dec 2024","6-8 Nov. 2024","6-8 Nov. 2024","IEEE","IEEE Conferences"
"Measuring Trustworthiness in Neuro-Symbolic Integration","A. Agiollo; A. Omicini","Alma Mater Studiorum - Università di Bologna, Italy; Alma Mater Studiorum - Università di Bologna, Italy",2023 18th Conference on Computer Science and Intelligence Systems (FedCSIS),"8 Nov 2023","2023","","","1","10","Neuro-symbolic integration of symbolic and subsymbolic techniques represents a fast-growing AI trend aimed at mitigating the issues of neural networks in terms of decision processes, reasoning, and interpretability. Several state-of-the-art neuro-symbolic approaches aim at improving performance, most of them focusing on proving their effectiveness in terms of raw predictive performance and/or reasoning capabilities. Meanwhile, few efforts have been devoted to increasing model trustworthiness, interpretability, and efficiency—mostly due to the complexity of measuring effectively improvements in terms of trustworthiness and interpretability. This is why here we analyse and discuss the need for ad-hoc trustworthiness metrics for neurosymbolic techniques. We focus on two popular paradigms mixing subsymbolic computation and symbolic knowledge, namely: (i) symbolic knowledge extraction (SKE), aimed at mapping subsymbolic models into human-interpretable knowledge bases; and (ii) symbolic knowledge injection (SKI), aimed at forcing subsymbolic models to adhere to a given symbolic knowledge. We first emphasise the need for assessing neuro-symbolic approaches from a trustworthiness perspective, highlighting the research challenges linked with this evaluation and the need for ad-hoc trust definitions. Then we summarise recent developments in SKE and SKI metrics focusing specifically on several trustworthiness pillars such as interpretability, efficiency, and robustness of neuro-symbolic methods. Finally, we highlight open research opportunities towards reliable and flexible trustworthiness metrics for neuro-symbolic integration.","","978-83-967447-8-4","10.15439/2023F6019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10305942","","Measurement;Computer science;Computational modeling;Neural networks;Knowledge based systems;Focusing;Market research","","1","","44","","8 Nov 2023","17-20 Sept. 2023","17-20 Sept. 2023","IEEE","IEEE Conferences"
"Training Logical Neural Networks by Primal–Dual Methods for Neuro-Symbolic Reasoning","S. Lu; N. Khan; I. Y. Akhalwaya; R. Riegel; L. Horesh; A. Gray","IBM Thomas J. Waston Research Center, IBM Research AI, New York, USA; IBM Research Africa, Johannesburg, South Africa; IBM Research Africa, Johannesburg, South Africa; IBM Thomas J. Waston Research Center, IBM Research AI, New York, USA; IBM Thomas J. Waston Research Center, IBM Research AI, New York, USA; IBM Thomas J. Waston Research Center, IBM Research AI, New York, USA","ICASSP 2021 - 2021 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","13 May 2021","2021","","","5559","5563","Parametrized machine learning models for inference often include non-linear and nonconvex constraints over the parameters and meta-parameters. Training these models to convergence is in general difficult, and naive methods such as projected gradient descent or grid search are not easily able to enforce the functional constraints. This work explores the optimization of a constrained neural network (familiar from machine learning but with parameter constraints), in the service of neuro-symbolic logical reasoning. Logical neural networks (LNNs) provide a well-justified, interpretable example of training under non-trivial constraints. In this paper, we propose a unified framework for solving this nonlinear programming problem by leveraging primal-dual optimization methods, and quantify the corresponding convergence rate to the Karush-Kuhn-Tucker (KKT) points of this problem. Extensive numerical results on both a toy example and training an LNN over real datasets validate the efficacy of the method.","2379-190X","978-1-7281-7605-5","10.1109/ICASSP39728.2021.9415044","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9415044","","Training;Neural networks;Toy manufacturing industry;Optimization methods;Machine learning;Signal processing;Programming","","3","","31","IEEE","13 May 2021","6-11 June 2021","6-11 June 2021","IEEE","IEEE Conferences"
