"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Hybrid RAG Architecture for Context-Aware Sugarcane Irrigation Scheduling","A. Nammakhunt; T. Sooksai; A. Jaidee; S. Champathong; U. Yamchuti; W. Milinthapunya","Digital Business Computer, Thonburi University, Bangkok, Thailand; Graduate School, Thonburi University, Bangkok, Thailand; Digital Business Computer, Thonburi University, Bangkok, Thailand; Digital Business Computer, Thonburi University, Bangkok, Thailand; Graduate School, Thonburi University, Bangkok, Thailand; Faculty of Business Administration, Thonburi University, Bangkok, Thailand",2025 23rd International Conference on ICT and Knowledge Engineering (ICT&KE),"9 Dec 2025","2025","","","1","8","This research presents a Hybrid Retrieval-Augmented Generation (H-RAG) architecture for analyzing IoT time-series data to support irrigation decision-making in sugarcane, a major Thai cash crop that is sensitive to environmental variability. The study integrates five consecutive years (2019–2024) of IoT sensor data—rainfall, temperature, relative humidity, solar radiation, and multi-depth soil moisture—with agronomic knowledge such as Kc, ETc, and the principles of Regulated Deficit Irrigation (RDI), to generate context-aware and explainable recommendations (Explainable AI). The H-RAG model employs hybrid retrieval that combines embedding vectors from time-series data with knowledge graphs to improve retrieval accuracy and reduce misleading outputs. Evaluation is performed against a baseline retrieval, measured by Precision@5, Recall@5, and nDCG, as well as Yield Index, Water Use Efficiency (WUE), and Commercial Cane Sugar (CCS). Experimental results show that H-RAG increases Precision@5 from 0.239 to 0.470 and Recall@5 from 0.317 to 0.470, with XAI coverage rising by more than 25% compared with conventional methods. This reflects the system’s ability to produce context-congruent and traceable recommendations. The study contributes methodologically, technically, and practically to Responsible AI for sustainable water management in agriculture.","2157-099X","979-8-3315-6540-4","10.1109/ICTKE67052.2025.11274443","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11274443","Retrieval-Augmented Generation;IoT Time-Series;Explainable AI;Sugarcane Irrigation;Knowledge Graph","Temperature sensors;Irrigation;Accuracy;Explainable AI;Retrieval augmented generation;Soil moisture;Water heating;Knowledge graphs;Hybrid power systems;Vectors","","","","19","IEEE","9 Dec 2025","19-21 Nov. 2025","19-21 Nov. 2025","IEEE","IEEE Conferences"
"MTL-JER: Meta-Transfer Learning for Low-Resource Joint Entity and Relation Extraction","D. Peng; Z. Pei; D. Mo","Science and Technology on Complex Electronic System Simulation Laboratory, Space Engineering University, Beijing, China; Science and Technology on Complex Electronic System Simulation Laboratory, Space Engineering University, Beijing, China; Institute of War Studies Academy of Military Sciences","2023 3rd International Conference on Neural Networks, Information and Communication Engineering (NNICE)","25 Apr 2023","2023","","","78","83","Joint entity and relation extraction has achieved impressive advances in NLP, such as document understanding and knowledge graph construction. The typical methods for entity and relation extraction typically break down the joint task into several smaller components or stages for ease of implementation, but this leads to a loss of the interconnected knowledge in the triple. Hence, we propose to model the triple in one module jointly. Furthermore, the labeling of a joint entity and relation extraction tasks is costly and domain-specific; therefore, it is important to improve its performance on low-resource data and domain adaption. To address this issue, we suggest using two sources that are rich in information, namely pre-trained models on large data and multi-domain text corpora. Pretraining allows us to provide the model with the fundamental ability to perform joint entity and relationship extraction. Second, through meta-learning on multi-domain text, we can improve the model's generalization capabilities, enabling it to perform well even with limited data. We present MTL-JER, a Meta-Transfer Learning method for Joint Entity and Relation Extraction in low-resource settings in this paper. Using exhaustive experiments on five datasets, we prove that our model obtains optimal results.","","979-8-3503-3597-2","10.1109/NNICE58320.2023.10105766","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10105766","Joint entity and relation extraction;Meta-Learning;Low-resource","Adaptation models;Training data;Knowledge graphs;Artificial neural networks;Data models;Data mining;Labeling","","","","29","IEEE","25 Apr 2023","24-26 Feb. 2023","24-26 Feb. 2023","IEEE","IEEE Conferences"
"WDEA: The Structure and Semantic Fusion With Wasserstein Distance for Low-Resource Language Entity Alignment","R. Song; X. Huang; H. Peng; S. Gao; Z. Yu; P. Yu","Faculty of Information Engineering and Automation, Kunming University of Science and Technology, Kunming, China; School of Cyber Science and Technology, Beihang University, Beijing, China; School of Cyber Science and Technology, Beihang University, Beijing, China; Faculty of Information Engineering and Automation, Kunming University of Science and Technology, Kunming, China; Faculty of Information Engineering and Automation, Kunming University of Science and Technology, Kunming, China; Department of Computer Science, University of Illinois Chicago, Chicago, IL, USA","IEEE/ACM Transactions on Audio, Speech, and Language Processing","17 Oct 2024","2024","32","","4511","4525","Entity Alignment (EA) aims to identify pairs of entities from two distinct language knowledge graphs (KGs) that represent the same real-world objects. Current EA methods have exhibited impressive performance by leveraging both structural and semantic information. However, these approaches often falter when confronted with EA in low-resource languages. The primary challenge is that low-resource language KGs have sparse graph structures, resulting in difficulty in obtaining accurate entity representations. High-quality entity representation is the key to improving EA performance. Therefore, we propose augmenting entity representations with additional features derived from within the graph. In this paper, we introduce a novel approach: Structure and Semantic Fusion with WD for Low-Resource Language Entity Alignment (WDEA). Our method integrates structural and semantic information using the Wasserstein Distance. Specifically, we design a Wasserstein Graph Convolutional Network (WGCN), a GNN-based model that integrates multi-hop information using a message passing mechanism with WD. Additionally, our method adapts the semantic information from the pre-trained language model in the Wasserstein space to facilitate smooth integration. We also propose the Wasserstein Fusion Encoder (WFE), which effectively combines structural and semantic information in the Wasserstein space. To validate the efficacy of our proposed method, we construct low-resource language EA datasets, encompassing uncommon linguistic varieties with sparser structures compared to mainstream datasets. Experimental results show the superiority of our approach, demonstrating significant performance enhancements in low-resource language EA compared to prevailing baseline models across various information configurations.","2329-9304","","10.1109/TASLP.2024.3419415","National Natural Science Foundation of China(grant numbers:U21B2027,62322202,62266027,U23A20388); Yunnan Provincial Major Science and Technology Special Plan(grant numbers:202303AP140008,202202AD080004,202202AD080003,202202AE090008-3); General Projects of Basic Research in Yunnan Province(grant numbers:202401BC070021,202301AS070047); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10572325","Entity alignment;low-resource language KG;wasserstein distance","Semantics;Knowledge graphs;Speech processing;Task analysis;Statistics;Sociology;Accuracy","","","","60","IEEE","26 Jun 2024","2024","","IEEE","IEEE Journals"
"Multi-Modal Knowledge Graph Enhanced StyleGAN-Based Cognitive Semantic Communications for Image Transmissions","W. Wu; H. Mao; F. Zhou; T. Yao; H. Hu; B. Wang; Q. Wu","Nanjing University of Posts and Telecommunications, Nanjing, China; Nanjing University of Posts and Telecommunications, Nanjing, China; Nanjing University of Aeronautics and Astronautics, Nanjing, China; Nanjing University of Posts and Telecommunications, Nanjing, China; Nanjing University of Posts and Telecommunications, Nanjing, China; Nanjing University of Posts and Telecommunications, Nanjing, China; Nanjing University of Aeronautics and Astronautics, Nanjing, China",2024 IEEE International Conference on Communications Workshops (ICC Workshops),"12 Aug 2024","2024","","","1653","1659","In recent years, image semantic communications (ISC) have gained significant attention as a critical area of semantic communications. However, the majority of existing frameworks for image semantic communications are based on end-to-end deep learning (DL) models, which are often considered black-box processes and have the drawback of lacking interpretability. In this paper, we propose a novel multimodal knowledge graph (MMKG) enhanced StyleGAN-based cognitive semantic communications for image transmissions. Specifically, we utilize a large-scale universal multimodal knowledge graph as semantic knowledge base and design a semantic coding method for images. Additionally, a semantic fusion algorithm is also designed to enable controllable semantic restoration based on the additional semantics provided by the multimodal knowledge graph. Simulation results demonstrate that our proposed method outperforms traditional communication systems in achieving higher semantic reconstruction capability’ especially at low bit rates. The results also highlight the significant contribution of additional semantics provided by the multimodal knowledge graph in facilitating image reconstruction.","2694-2941","979-8-3503-0405-3","10.1109/ICCWorkshops59551.2024.10615975","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10615975","Cognitive semantic communications;image semantic communications;multimodal knowledge graph;generative adversarial networks;deep learning","Image coding;Communication systems;Image communication;Simulation;Conferences;Semantics;Knowledge based systems","","2","","15","IEEE","12 Aug 2024","9-13 June 2024","9-13 June 2024","IEEE","IEEE Conferences"
"Knowledge-Enriched Graph Convolution Network for Hybrid Explainable Recommendation from Review Texts and Reasoning Path","R. Bastola; S. Shakya","Faculty of Science Health and Technology, Nepal Open University, Lalitpur, Nepal; Department of Electronics and Computer Engineering, Pulchowk Campus Institute of Engineering, Tribhuvan University, Lalitpur, Nepal",2024 International Conference on Inventive Computation Technologies (ICICT),"7 Jun 2024","2024","","","590","599","In the digital era, organizations leverage technology to handle vast datasets, yet deriving meaningful insights remains a challenge. Recommender systems address this by using deep learning advancements to provide users with relevant content. However, ensuring transparency in recommendations, known as explainable recommendations, is difficult due to complex deep learning algorithms. Clarifying recommendations to both users and system designers to enhance comprehension and decision-making represents a significant research challenge in the field of explainable recommendation systems. Review-based explanations in human-like languages are intuitive to the general users while Reasoning-path based explanations are more informative to the system designers. The existing models focus on one of the above explanation approaches. This research proposes a hybrid explainable recommender model integrating review-based and reasoning path-based interpretation. The model utilizes external knowledge bases and review documents to create contextualized knowledge-enriched embeddings for users, items, and interactions. Path encoding with LSTM and attention mechanism is utilized for both rating prediction and reasoning path explanation. A Gated Recurrent Unit with a Copy Mechanism generates human-like recommendation explanations. The model yields both types of recommendation explanations and rating predictions comparable to state-of-the-art technologies.","2767-7788","979-8-3503-5929-9","10.1109/ICICT60155.2024.10544384","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10544384","Explainable Recommendation;Review Documents;Graph Reasoning Path;Graph Convolution Network;Hybrid Explanation","Deep learning;Reviews;Convolution;Knowledge based systems;Organizations;Predictive models;Logic gates","","4","","43","IEEE","7 Jun 2024","24-26 April 2024","24-26 April 2024","IEEE","IEEE Conferences"
"Time-Aware Multiway Adaptive Fusion Network for Temporal Knowledge Graph Question Answering","Y. Liu; D. Liang; F. Fang; S. Wang; W. Wu; R. Jiang","Centre for Natural Language Processing, Meituan Inc, Beijing, China; Centre for Natural Language Processing, Meituan Inc, Beijing, China; Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China; Centre for Natural Language Processing, Meituan Inc, Beijing, China; Department of Automation, Tsinghua University, Beijing, China","ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","5 May 2023","2023","","","1","5","Knowledge graphs (KGs) have received increasing attention due to its wide applications on natural language processing. However, its use case on temporal question answering (QA) has not been well-explored. Most of existing methods are developed based on pre-trained language models, which might not be capable to learn temporal-specific presentations of entities in terms of temporal KGQA task. To alleviate this problem, we propose a novel Time-aware Multiway Adaptive (TMA) fusion network. Inspired by the step-by-step reasoning behavior of humans. For each given question, TMA first extracts the relevant concepts from the KG, and then feeds them into a multiway adaptive module to produce a temporal-specific representation of the question. This representation can be incorporated with the pre-trained KG embedding to generate the final prediction. Empirical results verify that the proposed model achieves better performance than the state-of-the-art models in the benchmark dataset. Notably, the Hits@1 and Hits@10 results of TMA on the CronQuestions dataset’s complex questions are absolutely improved by 24% and 10% compared to the best-performing baseline. Furthermore, we also show that TMA employing an adaptive fusion mechanism can provide interpretability by analyzing the proportion of information in question representations.","2379-190X","978-1-7281-6327-7","10.1109/ICASSP49357.2023.10095395","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10095395","Temporal knowledge graph question answering;knowledge graph question answering;neural language processing","Adaptation models;Adaptive systems;Fuses;Knowledge graphs;Signal processing;Question answering (information retrieval);Robustness","","19","","24","IEEE","5 May 2023","4-10 June 2023","4-10 June 2023","IEEE","IEEE Conferences"
"EMKG: Efficient Matchings for Knowledge Graph Integration in Stance Detection","Y. Cheng; K. Li; Z. Kang","University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China",2024 International Joint Conference on Neural Networks (IJCNN),"9 Sep 2024","2024","","","1","8","Knowledge graph (KG) has been used to provide additional relational knowledge about stance targets, thereby enhancing stance detection performance. However, the utilization efficiency of KG remains unconcerned and we find that the knowledge adoption amount is low in practice. In this work, we propose an efficient framework to improve the exploitation of KG, in which we integrate three different matching mechanisms to improve knowledge usage. A knowledge injection module is also introduced to explore enriched knowledge by constructing a supplementary set. These supplements contribute to stance detection through a text-pair classification mechanism. The experimental results on different datasets demonstrate that our approach outperforms existing works on knowledge graph exploitation and stance detection. Our code is available at https://github.com/kxy-cheng/EMKG.","2161-4407","979-8-3503-5931-2","10.1109/IJCNN60899.2024.10651163","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10651163","Opinion Mining;Knowledge Infusion;Knowledge Matching","Knowledge engineering;Codes;Neural networks;Knowledge graphs;Interference","","3","","36","IEEE","9 Sep 2024","30 June-5 July 2024","30 June-5 July 2024","IEEE","IEEE Conferences"
"Integrate the Big Data Analytics and Biomedical Technology: A Scalable Pipeline for Identifying Patterns in Clinical and Multi-Omics Datasets","P. Krishnamoorthy; T. A. Abu-Saleem; D. Kalaiyarasi; H. Khafajeh; P. Nishitha; G. Karthikeyan","Department of Computer Science and Engineering, Sasi Institute of Technology & Engineering, Tadepalligudem, Andhra Pradesh, India; Economics Department, Faculty of Economics and Administrative Sciences, Zarqa University, Jordan; Department of Electronics and Communication Engineering, Panimalar Engineering College, Chennai, Tamil Nadu, India; Department of Artificial Intelligence, Faculty of Information Technology, Zarqa University, Zarqa, Jordan; Department of Computer Science and Information Technology, MLR Institute of Technology, Hyderabad, Telangana, India; Department of VLSI Microelectronics, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences (SIMATS), Saveetha University, Chennai",2025 IEEE 5th International Conference on ICT in Business Industry & Government (ICTBIG),"13 Jan 2026","2025","","","1","6","The synthesis of biomedicine and big data analysis came as one of the most important revolutions that transformed the contemporary health-care giants as complex patterns could now be discovered from overwhelming and heterogeneous large-scale datasets. Of these, clinical and multi-omics data i.e. genomics, transcriptomics, proteomics and metabolomics provide deep insight into disease mechanisms as well as patient stratification and personalized therapies. Nevertheless, the admixture and comprehension of such a high dimensional-scale data are still challenges in matter for volume, velocity, variety and veracity. Here, we present a scalable analytical pipeline that leverages big data infrastructure and machine learning algorithms to discover clinically interpretable patterns from integrated multi-omics and clinical datasets. The proposed system includes modular stages for data ingestion, preprocessing, normalization and feature selection, dimensionality reduction, and predictive modeling. The system is compatible with distributed computing platforms such as Apache Spark and Hadoop used to process petabyte-scale biomedical data at an unparalleled speed. It can accommodate multiple data formats and guarantee strong interoperability between structured clinical records, unstructured notes or omics profiles. The pipeline includes tools for bioinformatics and ontologies so that biological entities can be combined in clinical terms. Major innovations include the use of hybrid machine learning models (ensemble, deep neural networks and unsupervised clustering algorithms) for feature correlation analysis, disease classification and patient subtyping. The models are trained and validated on large-scale data such as biobanks, electronic health records (EHRs), and public repositories of patients such as TCGA and GTEx. A side note on dimensionality reduction methods Such as t-SNE, UMAP or PCA: these methods can be used to visualize and interpret the latent space of high-throughput omics features with a direct trade-off between explainability and performance. We show that our pipeline is able to discover biologically relevant biomarker signatures, progression trajectories and patient stratification across multi-modal data.","","979-8-3315-7981-4","10.1109/ICTBIG68706.2025.11323644","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11323644","Clinical Data Mining;Multi-Omics Integration;Biomarker Discovery;Machine Learning;Precision Medicine;Scalable Pipeline","Dimensionality reduction;Machine learning algorithms;Biological system modeling;Pipelines;Transcriptomics;Big Data;Ontologies;Data models;Bioinformatics;Wearable devices","","","","16","IEEE","13 Jan 2026","12-13 Dec. 2025","12-13 Dec. 2025","IEEE","IEEE Conferences"
"Two-stage Sequential Recommendation via Bidirectional Attentive Behavior Embedding and Long/Short-term Integration","W. Ji; Y. Sun; T. Chen; X. Wang",Liaoning University; Ant Financial Services Group; Liaoning University; East China Normal University,2020 IEEE International Conference on Knowledge Graph (ICKG),"11 Sep 2020","2020","","","449","457","In E-commerce applications, to predict what users will buy next is a crucial mission of sequential recommendation. Most frontier researches build end-to-end training models for sequential recommendation tasks via RNNs, CNNs or attentive models. However, a user’s historical behavior sequence carries more complex contextual information than words. In this paper, we propose a two-stage user modeling framework for sequential recommendation, which is consisted by a Bidirectional Self-attentive Behavior Embedding and a Long/Short-term Sequential Behavior Predictor. Firstly, in order to expand perceivable information, a novel self-attentive behavior embedding method is proposed to learn semantic representations not only for items, but also for other important contextual factors (e.g. actions, categories and time). Then, with the pre-trained behavior embeddings, we propose a personalized memory network for Top-N recommendation. We use recurrent network to encode the short-term intent and learn the personalized long-term memory by a self-attention block. To integrate the long/short-term preferences, we generate the predicted behavior representation by using the present intent as a query to match with user’s historical preferences via attentive memory reader. Finally, we conduct extensive experiments on two benchmark datasets provided by Tmall and Amazon. Compared with state-of-the-art techniques, experimental results demonstrate the effectiveness of our proposed framework.","","978-1-7281-8156-1","10.1109/ICBK50248.2020.00070","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9194496","Sequential Recommendation;User Modeling;Behavior Embedding;Long/Short-term Preference","Correlation;History;Task analysis;Semantics;Context modeling;Collaboration;Neural networks","","1","","39","IEEE","11 Sep 2020","9-11 Aug. 2020","9-11 Aug. 2020","IEEE","IEEE Conferences"
"Use of the URREF towards Information Fusion Accountability Evaluation","E. P. Blasch; J. Pieter de Villiers; G. Pavin; A. -L. Jousselme; P. C. G. Costa; K. B. Laskey; J. Ziegler","AF Office of Scientific Research, Arlington, VA, USA; University of Pretoria, Pretoria, South Africa; Thales Research and Technology, Delft, The Netherlands; NATO STO Centre for Maritime Research, La Spezia, Italy; C4I Center - George Mason University, Fairfax, VA, 22030; C4I Center - George Mason University, Fairfax, VA, 22030; Competence Centres ISR, IABGmbH, Ottobrunn, Germany",2021 IEEE 24th International Conference on Information Fusion (FUSION),"2 Dec 2021","2021","","","1","8","The EXCITE (EXplainability Capability Information Testing Evaluation) approach assesses information fusion interpretability, explainability, and accountability for uncertainty analysis. Amongst many data and information fusion techniques is the need to understand the information fusion system capability for the intended application. While many approaches for data fusion support uncertainty reduction from measured data, there are other contributing factors such as data source credibility, knowledge completeness, multiresolution, and problem alignment. To facilitate the alignment of the data fusion approach to the user’s intended action, there is a need towards a representation of the uncertainty. The paper highlights the approach to leverage recent research efforts in interpretability as methods of data handing in the Uncertainty Representation and Reasoning Evaluation Framework (URREF) while also proposing explainability and accountability as a representation criterion. Accountability is closely associated with the selected decision and the outcome which has these four attributes: amount of data towards the result, distance score of decision selection, accuracy/credibility/timeliness of results, and risk analysis. The risk analysis includes: verifiability, observability, liability, transparency, attributability, and remediabilty. Results are demonstrated on notional example.","","978-1-7377497-1-4","10.23919/FUSION49465.2021.9626847","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9626847","Information Fusion;URREF;uncertainty;precision-recall accuracy;DFIG;relevance;verification;veracity;accountability","Uncertainty;Soft sensors;Conferences;Measurement uncertainty;Data integration;Cognition;Bayes methods","","7","","78","","2 Dec 2021","1-4 Nov. 2021","1-4 Nov. 2021","IEEE","IEEE Conferences"
"GUniER: GPT-Enhanced Joint Extraction of Entities and Relations Through Integrated Deep Bidirectional Semantics and Unified Modeling","D. Wang; L. Wang; K. Tang; Q. Bo","School of Computer, Jiangsu University of Science and Technology, Zhenjiang, Jiangsu, China; School of Computer, Jiangsu University of Science and Technology, Zhenjiang, Jiangsu, China; School of Computer, Jiangsu University of Science and Technology, Zhenjiang, Jiangsu, China; School of Computer, Jiangsu University of Science and Technology, Zhenjiang, Jiangsu, China",IEEE Access,"13 Dec 2024","2024","12","","184776","184787","Entity and relation extraction are key tasks in natural language processing (NLP) and knowledge graph construction. However, existing methods often overlook the complex interactions between entities and their relations. To address this problem, we propose GUniER, which uses a GPT enhancement module and deep bidirectional semantics to optimize the extraction of entities and relations while significantly reducing computational cost. Specifically, the GPT module unifies relation labels with sentence representations, while the BiGRU model captures deep bidirectional semantics to improve the model’s ability to handle complex relations and long-distance dependencies. Additionally, we introduce a two-dimensional interaction table to better model entity-relation interactions, and a cross-entropy loss function to address class imbalance. Experimental results on both open domain and domain-specific datasets show that GUniER achieves a notable improvement in accuracy and reduces computational time compared to state-of-the-art models. Specifically, GUniER achieved a 2.1% improvement in F1 score on the CNShipNet dataset and demonstrated reduced training and inference times compared to previous models, showcasing its efficiency. Our code and models are available at https://anonymous.4open.science/r/UniER.","2169-3536","","10.1109/ACCESS.2024.3512553","National Natural Science Foundation of China(grant numbers:61702234); Open Fund for Innovative Research on Ship Overall Performance(grant numbers:25422217); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10781386","Entity recognition;relation extraction;knowledge graph;joint extraction;unified modeling","Feature extraction;Semantics;Context modeling;Bidirectional control;Encoding;Accuracy;Computational modeling;Computational efficiency;Noise;Biological system modeling","","","","25","CCBY","9 Dec 2024","2024","","IEEE","IEEE Journals"
"Retrieval-Augmented Generation with GPT-4o-mini: Integrating Configurable Chunking, Hybrid Search, and Multimodal Image Retrieval","C. W. Loo; Z. Qian Leong; J. K. Ong; H. Thong Chong; Y. P. Yu; T. Ming Lim","Faculty of Computing and Information Technology, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia; Faculty of Computing and Information Technology, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia; Faculty of Computing and Information Technology, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia; Faculty of Computing and Information Technology, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia; Centre For Business Incubation and Entrepreneurial Ventures, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia; Centre For Business Incubation and Entrepreneurial Ventures, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia","2025 IEEE International Conference on Computation, Big-Data and Engineering (ICCBE)","28 Nov 2025","2025","","","862","866","Retrieval-augmented generation (RAG) systems significantly enhance the capabilities of large language models (LLMs) by grounding responses in external knowledge. We implemented a RAG system utilizing the GPT-4o-mini model to advance knowledge base management, configurable document processing, and multimodal information retrieval. We constructed a modular knowledge base framework that supports creation, configuration, and granular management of diverse information sources, including text in formats of TXT, PDF, CSV, and extracted visual data. The key feature of the developed framework is the user-configurable document chunking process, allowing optimization of text segmentation through adjustable parameters (chunk size, overlap, custom separators) before ingestion. The framework employs ChromaDB as its vector store, implementing a hybrid search that combines dense vector-based semantic similarity with traditional keyword matching, offering configurable weighting and relevance thresholds. Furthermore, we introduce automated image extraction from PDF documents into knowledge ingestion. Extracted images are indexed with associated metadata and rudimentary captions. In the query process, relevant images are retrieved alongside pertinent text chunks, providing richer, multimodal context to the GPT-4o-mini model. The developed framework highlights the design and implementation details of the components, demonstrating a flexible and efficient construction of RAG systems capable of leveraging both textual and visual information from managed knowledge bases.","","979-8-3315-3244-4","10.1109/ICCBE65177.2025.11255653","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11255653","retrieval-augmented generation (RAG);knowledge base management;configurable chunking;multimodal rag;image retrieval","Visualization;Query processing;Particle separators;Knowledge based systems;Retrieval augmented generation;Image retrieval;Semantics;Portable document format;Vectors;Data mining","","","","12","IEEE","28 Nov 2025","27-29 June 2025","27-29 June 2025","IEEE","IEEE Conferences"
"A review of recommendation systems based on the fusion of new technologies","M. Gao; W. Yu","Computer Science and Information Engineering, Shanghai Institute of Technology, Shanghai, China; Computer Science and Information Engineering, Shanghai Institute of Technology, Shanghai, China",2023 8th International Conference on Intelligent Informatics and Biomedical Sciences (ICIIBMS),"14 Dec 2023","2023","8","","398","401","The huge amount of data has grown exponentially with the development of Internet technology, and we have thus entered the era of information explosion. It is very difficult to get the target information that users are interested in or need in the huge amount of data. To solve the problem of information overload, recommendation systems play an important role. At present, recommendation systems have become a popular research area and have received a lot of attention with many application areas. However, recommendation systems suffer from the problems of cold start, data sparsity and poor interpretability, and many researches have been conducted to alleviate these problems. In this paper, we first give a brief overview of recommendation systems and traditional recommendation algorithms, then summarize the improvements made by recommendation systems with the introduction of auxiliary information, and finally summarize the challenges faced by recommendation systems and give the future development hotspots.","2189-8723","979-8-3503-6956-4","10.1109/ICIIBMS60103.2023.10347662","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10347662","recommendation system;collaborative filtering;knowledge graph;federated learning;graph neural networks","Neural networks;Information filters;Explosions;Internet;Informatics;Recommender systems","","","","27","IEEE","14 Dec 2023","23-25 Nov. 2023","23-25 Nov. 2023","IEEE","IEEE Conferences"
"Chinese Short Text Entity Disambiguation Based on the Dual-Channel Hybrid Network","L. Jiang; G. Altenbek; D. Wu; Y. Ma; H. Aierzhati","College of Information Science and Engineering, Xinjiang University, Ürümqi, China; College of Information Science and Engineering, Xinjiang University, Ürümqi, China; Xinjiang Laboratory of Multi-Language Information Technology, Xinjiang University, Ürümqi, China; College of Information Science and Engineering, Xinjiang University, Ürümqi, China; School of Computer Science and Technology, University of Science and Technology of China, Hefei, China",IEEE Access,"19 Nov 2020","2020","8","","206164","206173","Entity disambiguation refers to the accurate inference of the real mention of an entity with the same name according to the context. Most existing studies focused on long texts, for short texts, the performance has been unsatisfactory due to sparsity. In this paper, we treat the entity disambiguation task as a classification problem. we propose a novel neural network-based capsule network and convolutional neural network for entity disambiguation, leveraging full semantic information of short text data. In particular, a self-attention mechanism is utilized to further filter the semantic information extracted from the capsule network. On the other hand, a convolutional neural network with combined pooling is established to capture semantics from another channel. In the end, the semantic features obtained by the above models are combined through a fully connected layer to complete the task of entity disambiguation. The experimental results on the CCKS 2019 entity linking dataset showed that the dual-channel hybrid network proposed in this paper achieved an F1-score of 88.04%, which is superior to that of the existing mainstream deep learning model, thereby verifying the effectiveness of the model.","2169-3536","","10.1109/ACCESS.2020.3037333","Science Fund Project of Xinjiang University(grant numbers:BS180250); National Natural Science Foundation of China(grant numbers:61363062,62062062); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9256270","Entity disambiguation;short text;convolutional neural networks;capsule networks","Semantics;Feature extraction;Task analysis;Routing;Bit error rate;Heuristic algorithms;Data mining","","4","","40","CCBY","11 Nov 2020","2020","","IEEE","IEEE Journals"
"Multi-Query Perception Model based on Joint Extraction for Entity Relationship Extraction Task","Y. Chen; S. Zhao; X. Xue; C. Li","School of Software, Tsinghua University, China; School of Software, Tsinghua University, China; School of Software, Tsinghua University, China; School of Software, Tsinghua University, China",2024 International Conference on Machine Learning and Cybernetics (ICMLC),"27 Mar 2025","2024","","","107","112","Named Entity Recognition and Relation Extraction are two essential tasks in Natural Language Processing that are widely used in various fields, such as information extraction and knowledge graph construction. However, there are three primary issues associated with these tasks: entity overlap, lack of effective interaction between two tasks, and insufficient utilization of entity semantic information. To address these issues, this paper proposes a multi-query perception model based on the joint encoding approach. The model employs a multi-query perception decoder to achieve interaction between these two tasks and classifies multiple query vectors to solve the entity overlap problem. Furthermore, it applies the Hungarian algorithm to calculate the loss through reasonable correspondence. Experimental comparisons demonstrate that the proposed model effectively addresses the aforementioned problems and achieves state-of-the-art performance on two public datasets.","2160-1348","979-8-3315-2804-1","10.1109/ICMLC63072.2024.10935103","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10935103","Named entity recognition;Relation extraction;Multi-query perception model;Joint encoding model","Computational modeling;Semantics;Named entity recognition;Machine learning;Knowledge graphs;Vectors;Encoding;Decoding;Classification algorithms;Sparse matrices","","","","12","IEEE","27 Mar 2025","20-23 Sept. 2024","20-23 Sept. 2024","IEEE","IEEE Conferences"
