"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Schema Matching Using Word-level Clustering for Integrating Universities’ Courses","M. Khalaf; H. Najm; A. A. Daleh; A. Hasan Munef; G. Mojib","Faculty of Computer and Information Technology, University of Wasit, Wasit, Iraq; Computer Techniques Engineering Departments, Imam Al-kadhum College (IKC), Wasit, Iraq; Education College for pure science, University of Wasit, Wasit, Iraq; Computer Techniques Engineering Departments, Imam Al-kadhum College (IKC), Wasit, Iraq; Computer science Departments, Dijlah University College, Baghdad, Iraq",2020 2nd Al-Noor International Conference for Science and Technology (NICST),"7 Dec 2020","2020","","","1","6","Schema matching is the process of determining the similarities among multiple schemas of databases or websites structure. Several matching approaches have been depicted in the literature. The most adequate and accurate approach is related to the textual analysis. In this approche, the schemas are being examined in terms of its text information. Various studies used textual-based matching by addressing the character-level string similarity. However, the character-level similarity would have some limitations regarding the words with similar characters but different meanings. Therefore, this study aims to propose a word-level similarity method based on term frequency and cosine similarity. Consequentially, a K-means clustering will utilize the proposed matching analysis to group the correspondences among the schemas. A dataset for universities’ courses is being used to test the proposed method. Experimental results showed that the proposed word-level similarity method had outperformed the character-level by obtaining 73% accuracy. This indicates the significance of using word-level similarity when using cluster-based schema matching.","","978-1-6654-0432-7","10.1109/NICST50904.2020.9280318","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9280318","Schema Matching;Data integration;Clustering;k-means clustering;Schema matching evaluation;instance-based schema matching;semantic matching","Semantics;Task analysis;Ontologies;Automobiles;Web pages;Neural networks;Text analysis","","3","","23","IEEE","7 Dec 2020","28-30 Aug. 2020","28-30 Aug. 2020","IEEE","IEEE Conferences"
"Combined Representation Learning for Uncertain Knowledge Graphs","R. Qiao; X. Zhong; Y. Fu","School of Computer Science and Technology, Wuhan University of Science and Technology, Wuhan, China; Dianchi College, Kunming, China; Huazhong University of Science and Technology, Wuhan, China","2024 2nd International Conference on Mechatronics, IoT and Industrial Informatics (ICMIII)","10 Sep 2024","2024","","","826","830","Uncertain knowledge graphs store the relations between entities in the real world in the form of weighted triples, where the weights indicate the confidence scores of the triples to be true. However, there is limited research on the inference of uncertain knowledge graphs, especially in the integration of symbolic and numerical methods. Rules are explicit knowledge. Encoding the rules directly can provide more knowledge graph semantic information and can make full use of the interpretability and accuracy of logical rules. Unfortunately, none of the existing methods directly encode rules for uncertain knowledge graphs, but only use rules to calculate the confidence of unseen triples in training data. In this paper, we propose a new reasoning model CRLUKG for uncertain knowledge graphs, that combines the advantages of symbolic and numerical reasoning. We directly encode rules mined from the knowledge graph as one of the inputs of the CRLUKG model. Compositional representation learning with triple and rule embedding is implemented for optimizing objective function for triples and relations pairs. Experimental results demonstrate that our proposed method enhances the accuracy of reasoning, and furthermore, CRLUKG exhibits superior performance in comparison to baseline models when handling multi-task scenarios.","","979-8-3503-8663-9","10.1109/ICMIII62623.2024.00161","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10660052","Uncertain knowledge graphs reasoning;Weighted triples;Rule embedding","Representation learning;Accuracy;Large language models;Semantics;Training data;Knowledge graphs;Tail","","","","16","IEEE","10 Sep 2024","12-14 June 2024","12-14 June 2024","IEEE","IEEE Conferences"
"Exploring Opportunities and Addressing Challenges in Designing Knowledge Graph-Enhanced RAG-Based Chatbots for Managing Radiation Toxicity in Cancer Care","U. Bharambe; K. Patil; P. Ingle; U. Bhangale","Department of Computer Engineering, University Of Mumbai, Mumbai, India; Thomas Lord Department of Computer Science, University of Southern California, Los Angeles, United States of America; Department of Radiation Oncology, Fortis Hospital Mulund, Mumbai, India; South Bank University London, London, United Kingdom","2025 International Conference for Artificial Intelligence, Applications, Innovation and Ethics (AI2E)","12 May 2025","2025","","","1","6","Chatbots offer essential support for patients undergoing radiation therapy by providing timely advice, tracking symptoms, and suggesting coping strategies for side effects. They act as a bridge between patients and their care teams, ensuring continuous guidance during treatment. This requires accurate, context-aware, and explainable responses, which is challenging when designing chatbots. New features and capabilities have recently been introduced to chatbot functionality via Large Language Models (LLMs) using technologies such as Retrieval-Augmented Generation (RAG), chatbots can retrieve real-time, relevant information, generating contextually relevant interactions. Traditional LLMs and RAG models still suffer from limitations such as generating hallucinated information and difficulty reasoning over complex relationships. These challenges can be addressed with knowledge graphs, which offer structured, interconnected data representations for chatbots to deliver grounded, understandable responses. Designing a chatbot that integrates knowledge graphs with RAG presents significant opportunities and challenges for developing intelligent, patient-centric conversational systems. Knowledge graphs enhance structured reasoning and accuracy, while RAG supports dynamic and personalized interactions. The paper examines architectural considerations, technological possibilities, and practical applications of such systems, especially in healthcare domains like oncology, where precision and reliability are crucial.","","979-8-3315-1373-3","10.1109/AI2E64943.2025.10983078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10983078","Large Language Model;Knowledge Graphs;Retrieval Augmented Generation;Chatbot;Cancer Care;Clinical Decision Support;Patient Monitoring","Ethics;Accuracy;Large language models;Retrieval augmented generation;Data visualization;Knowledge graphs;Computer architecture;Chatbots;Cognition;Cancer","","","","12","IEEE","12 May 2025","3-5 Feb. 2025","3-5 Feb. 2025","IEEE","IEEE Conferences"
"Development of a system for hybrid detection of time series anomalies","D. S. Kurilo; V. S. Moshkin","Ulyanovsk State Technical University, Ulyanovsk, Russia; Ulyanovsk State Technical University, Ulyanovsk, Russia",2022 VIII International Conference on Information Technology and Nanotechnology (ITNT),"18 Aug 2022","2022","","","1","4","The article describes the results of the development of a software system that implements the method of finding anomalies using a neural network and their subsequent analysis based on intelligent systems. The developed system processes the initial data of the time series and outputs a set of anomaly values. The system uses neural network technologies and ontological analysis. The ontology uses a pre-designed class and SWRL rules. The proposed approach of hybridization of anomaly search methods makes it possible to fill the lack of explainability of neural networks with data from ontology","","978-1-6654-8571-5","10.1109/ITNT55410.2022.9848536","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9848536","time series;neural network;ontology;anomaly detection","Measurement;Training;Search methods;Neural networks;Time series analysis;Ontologies;Writing","","1","","14","IEEE","18 Aug 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"Ontology-based Analysis of Neuralstem Learning Based on Data Integration","O. Gorda; Y. Riabchun; R. Mazurenko; V. Khrolenko","Department of Information Technology, Kyiv National University of Construction and Architecture, Kyiv, Ukraine; Department of Information Technology, Kyiv National University of Construction and Architecture, Kyiv, Ukraine; Department of Information Technology, Kyiv National University of Construction and Architecture, Kyiv, Ukraine; Department of Information Technology, Kyiv National University of Construction and Architecture, Kyiv, Ukraine",2025 IEEE 5th International Conference on Smart Information Systems and Technologies (SIST),"1 Sep 2025","2025","","","1","9","This paper explores the problem of automated ontology construction based on the semantic analysis of natural language texts, with the goal of improving data integration and enhancing knowledge extraction in intelligent domain environments (IDEs). A key challenge addressed is the limited effectiveness of current technologies when semantic data sources are incomplete or inconsistent, resulting in poor reusability and integration with existing information systems.The proposed approach focuses on the development of ontologies for training artificial intelligence (AI) and neural networks (NN) through automated processing of textual data. The methodology is grounded in cognitive-semantic analysis, utilizing principles from category theory, mathematical and relational algebra, and formal logic. This enables the transformation of ontological dictionaries and semantic structures derived from natural language into standardized open knowledge representation formats such as RDF and OWL.The paper also presents a classification framework for information units and their sources, highlighting structural features of semantic resources relevant to ontology modeling. A unified ontology quality assessment criterion is introduced, which takes into account the alignment of cognitive and semantic structures as well as the usability of ontologies for continuous updates and automated evaluation.An additional contribution is the integration of metaheuristic optimization techniques inspired by biological systems, allowing for adaptive and scalable algorithmic structures independent of specific problem domains. These methods enhance the efficiency of neural learning processes and support the evolution of optimization strategies within smart information systems.The results demonstrate that the proposed framework provides a viable foundation for ontology-based knowledge engineering, particularly in systems that require high levels of adaptability, semantic coherence, and computational efficiency.","","979-8-3315-1514-0","10.1109/SIST61657.2025.11139176","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11139176","Ontology engineering;semantic analysis;natural language processing;intelligent domain environments;neural network learning;data integration;metaheuristics;knowledge representation","Adaptation models;Computational modeling;Semantics;Metaheuristics;Buildings;Data integration;Prototypes;Ontologies;Usability;Information systems","","","","22","IEEE","1 Sep 2025","14-16 May 2025","14-16 May 2025","IEEE","IEEE Conferences"
"KEREM: Enhancing Reliability and Transparency in Medical QA through LLM and Knowledge Graph Fusion","S. Dong; Z. Zhu; P. Xu; K. Shan; S. Zhou","Faculty of Computer Science and Technology, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China; Shandong Artifcial Intelligence Institute, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China; Shandong Artifcial Intelligence Institute, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China; Shandong Artifcial Intelligence Institute, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China; Shandong Artifcial Intelligence Institute, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China","2025 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","28 Jan 2026","2025","","","2059","2065","Open-domain medical question answering (QA) systems face significant challenges in achieving accurate reasoning and transparent explanations. In this study, we propose KEREM (Knowledge graph Enhanced Reasoning with Explainable Modeling), a novel framework that integrates large language models (LLMs) with structured medical knowledge graphs (KGs) to enable deep multimodal joint reasoning. KEREM supports multi-hop inference and causal chain explanations through four key modules: input processing and entity alignment, knowledge subgraph construction, joint reasoning and path control, and answer generation with natural language explanations. We evaluate KEREM on two real-world medical QA benchmarks—CMCQA and ChatDoctor-5k—where it consistently outperforms existing baselines in terms of answer accuracy, reasoning transparency, and structural consistency. Furthermore, lightweight supervised fine-tuning demonstrates KEREM’s strong contextual transferability and significantly improves its generation quality in specialized clinical settings. These findings highlight KEREM’s effectiveness in generating accurate answers and causal explanations, establishing a solid foundation for trustworthy medical QA in high-stakes clinical domains.","","979-8-3315-3358-8","10.1109/SMC58881.2025.11342600","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11342600","","Accuracy;Large language models;Semantics;Knowledge graphs;Benchmark testing;Solids;Cognition;Question answering (information retrieval);Stability analysis;Medical diagnostic imaging","","","","21","IEEE","28 Jan 2026","5-8 Oct. 2025","5-8 Oct. 2025","IEEE","IEEE Conferences"
"Integrating Transformers and AutoML for Protein Function Prediction","G. B. de Oliveira; H. Pedrini; Z. Dias","Institute of Computing, University of Campinas, Campinas, Brazil; Institute of Computing, University of Campinas, Campinas, Brazil; Institute of Computing, University of Campinas, Campinas, Brazil",2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"17 Dec 2024","2024","","","1","5","The next-generation sequencing technology and the decreasing cost of experimental verification of proteins made the accumulation of sequenced proteins in recent years possible. However, determining protein function is still difficult due to the cost and time required for this analysis. For that reason, computational methods have been developed to automatically assign annotations to proteins. In this work, we present MAGO, an approach based on Transformers and AutoML, and MAGO+, an ensemble of MAGO with BLASTp, to deal with this task. MAGO and MAGO+ surpassed state-of-the-art methods based on machine learning and ensemble methods combining local alignment tools and machine learning algorithms, improving the results based on Fmax and presenting statistically significant differences with the compared approaches.","2694-0604","979-8-3503-7149-9","10.1109/EMBC53108.2024.10782139","Centro Nacional de Processamento de Alto Desempenho em São Paulo; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10782139","","Proteins;Training;Sequential analysis;Filters;Costs;Machine learning algorithms;Transformers;Ensemble learning;Engineering in medicine and biology;Next generation networking","Proteins;Algorithms;Machine Learning;Computational Biology","2","","22","IEEE","17 Dec 2024","15-19 July 2024","15-19 July 2024","IEEE","IEEE Conferences"
"KGLink: A Column Type Annotation Method that Combines Knowledge Graph and Pre-Trained Language Model","Y. Wang; H. Xin; L. Chen","HKUST, Hong Kong, China; HKUST, Hong Kong, China; HKUST(GZ) & HKUST, Guangzhou, China",2024 IEEE 40th International Conference on Data Engineering (ICDE),"23 Jul 2024","2024","","","1023","1035","The semantic annotation of tabular data plays a crucial role in various downstream tasks. Previous research has proposed knowledge graph (KG)-based and deep learning-based methods, each with its inherent limitations. KG-based methods encounter difficulties annotating columns when there is no match for column cells in the KG. Moreover, KG-based methods can provide multiple predictions for one column, making it challenging to determine the semantic type with the most suitable granularity for the dataset. This type granularity issue limits their scalability. On the other hand, deep learning-based methods face challenges related to the valuable context missing issue. This occurs when the information within the table is insufficient for determining the correct column type. This paper presents KGLink, a method that combines Wiki-Data KG information with a pre-trained deep learning language model for table column annotation, effectively addressing both type granularity and valuable context missing issues. Through comprehensive experiments on widely used tabular datasets encompassing numeric and string columns with varying type granularity, we showcase the effectiveness and efficiency of KGLink. By leveraging the strengths of KGLink, we successfully surmount challenges related to type granularity and valuable context issues, establishing it as a robust solution for the semantic annotation of tabular data.","2375-026X","979-8-3503-1715-2","10.1109/ICDE60146.2024.00083","National Key Research and Development Program of China(grant numbers:2023YFF0725100); National Science Foundation of China (NSFC)(grant numbers:U22B2060); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10597678","knowledge graph;column type annotation;data mining","Learning systems;Deep learning;Knowledge engineering;Annotations;Semantics;Training data;Knowledge graphs","","4","","30","IEEE","23 Jul 2024","13-16 May 2024","13-16 May 2024","IEEE","IEEE Conferences"
"Combining Knowledge Graph and Word Embeddings for Spherical Topic Modeling","H. Ennajari; N. Bouguila; J. Bentahar","Concordia Institute for Information Systems Engineering (CIISE), Concordia University, Montreal, QC, Canada; Concordia Institute for Information Systems Engineering (CIISE), Concordia University, Montreal, QC, Canada; Concordia Institute for Information Systems Engineering (CIISE), Concordia University, Montreal, QC, Canada",IEEE Transactions on Neural Networks and Learning Systems,"6 Jul 2023","2023","34","7","3609","3623","Probabilistic topic models are considered as an effective framework for text analysis that uncovers the main topics in an unlabeled set of documents. However, the inferred topics by traditional topic models are often unclear and not easy to interpret because they do not account for semantic structures in language. Recently, a number of topic modeling approaches tend to leverage domain knowledge to enhance the quality of the learned topics, but they still assume a multinomial or Gaussian document likelihood in the Euclidean space, which often results in information loss and poor performance. In this article, we propose a Bayesian embedded spherical topic model (ESTM) that combines both knowledge graph and word embeddings in a non-Euclidean curved space, the hypersphere, for better topic interpretability and discriminative text representations. Extensive experimental results show that our proposed model successfully uncovers interpretable topics and learns high-quality text representations useful for common natural language processing (NLP) tasks across multiple benchmark datasets.","2162-2388","","10.1109/TNNLS.2021.3112045","Natural Sciences and Engineering Research Council of Canada (NSERC); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9547420","Knowledge graph (KG) embedding;representation learning;topic modeling;von Mises-Fisher (vMF) distribution;word embedding","Analytical models;Data models;Semantics;Probabilistic logic;Task analysis;Mathematical models;Integrated circuit modeling","Bayes Theorem;Pattern Recognition, Automated;Neural Networks, Computer;Semantics;Language","11","","56","IEEE","24 Sep 2021","July 2023","","IEEE","IEEE Journals"
"A Patent Infringement Analysis Approach Based on Patent Knowledge Graph Driven Fusion of Graph and Image Similarity","L. Jing; C. Zhou; D. Feng; Y. Dou; X. Fan; S. Jiang","College of Mechanical Engineering, Zhejiang University of Technology, Hangzhou, China; College of Mechanical Engineering, Zhejiang University of Technology, Hangzhou, China; Industrial Design Institute, Zhejiang University of Technology, Hangzhou, China; College of Mechanical Engineering, Zhejiang University of Technology, Hangzhou, China; Ganyeah Group Company, Lishui, China; College of Mechanical Engineering, Zhejiang University of Technology, Hangzhou, China",IEEE Access,"19 Feb 2025","2025","13","","29944","29968","Patent infringement analysis (PIA) represents a critical task in patent circumvention design. It aims to identify the likelihood of infringement for target technologies to enhance product innovation, serving as a crucial measure for technical protection. Traditional PIA processes rely on examiners’ subjective judgments on the patent’s technical advantages and textual similarity, leading to the infringement results heavily dependent on personal experience. Pervious similarity calculation models based on keywords or textual content lack the utilization of knowledge of functions, structures, and features within patents and their interrelations, resulting in inaccurate assessments of technological infringement for similar patents. Furthermore, the potential of patent images in infringement analysis remains underutilized. To overcome the issues, a patent knowledge graph (PKG) driven patent similarity calculation model fusing graph similarity (GS) and image similarity (IS) is proposed to achieve the prediction of the probability of patent infringement using patent text and structure images as multimodal data. First, an ontology model based on requirement-function-structure-location features (RFSL) is constructed. Four entity types are extracted from patent texts and images using a fine-tuned named entity recognition (NER) model combined with semantic relation analysis. Second, syntactic matching rules for eight types of entity relationships are constructed to extract triples, mapping patent texts into graph networks via the PKG. Finally, the integrated Graphical Neural Network (GNN) and Convolutional Neural Network (CNN) are integrated to calculate the overall similarity between the newly filed patent and the comparison patent to output the infringement probability. A case study of steel pipe welding device design is used to validate the proposed approach, then the comparison results confirm the potential of fusion GS and IS in the application in PIA.","2169-3536","","10.1109/ACCESS.2025.3541874","National Natural Science Foundation of China(grant numbers:52105282); Zhejiang Provincial Natural Science Foundation of China(grant numbers:LQ22E050011); China Postdoctoral Science Foundation(grant numbers:2024M752862); Key Research and Development Program of Zhejiang Province(grant numbers:2024C01236); Jinyun Innovation Design Institute Project of Zhejiang University of Technology(grant numbers:SKY-HX-20220296); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10884768","Patent infringement analysis;knowledge graph;ontology;graph neural network;convolutional neural network","Patents;Semantics;Vectors;Analytical models;Biological system modeling;Ontologies;Knowledge graphs;Feature extraction;Convolutional neural networks;Accuracy","","4","","61","CCBY","13 Feb 2025","2025","","IEEE","IEEE Journals"
"Tackling Data Sparsity and Combinatorial Challenges in Rare Disease Matching with Medical Informed Machine Learning","A. Berger; T. A. Lagones; L. Grigull; L. Fendrich; T. Bell; H. Högl; G. Ernst; R. Schmidt; D. Bascom; R. Sifa; M. Lübbering","Department of Media Engineering, Fraunhofer IAIS, Germany; Department of Health Queensland, Australia; University Hospital Bonn - Center for Rare Diseases, Germany; University Hospital Bonn - Center for Rare Diseases, Germany; Department of Media Engineering, Fraunhofer IAIS, Germany; Children’s Network for Chronic Illnesses and Disabilities, Germany; Department of Medical Psychology, Medical School Hannover, Germany; NA; NA; Department of Media Engineering, Fraunhofer IAIS, Germany; Department of Media Engineering, Fraunhofer IAIS, Germany",2024 IEEE International Conference on Big Data (BigData),"16 Jan 2025","2024","","","6430","6438","With over 7,000 known rare diseases and a prevalence of less than one in a thousand, rare diseases pose substantial challenges to advanced medical support networks. This study investigates the efficacy of Unrare.me, a novel social networking platform designed for individuals affected by rare diseases, including patients, their family members, and medical professionals, addressing data sparsity and combinatorial complexities in user matching. We demonstrate that simple matching heuristics already serve as a decent basis for collecting user feedback on match quality. Leveraging over 10,000 user matching feedback scores from more than 2,000 active users, we evaluate algorithms including collaborative filtering and user embedding similarity with state-of-the-art Large Language Models (LLMs). With a top-10 and top-5 hit-rate of 55% and 37%, respectively, we show that a combination of medical data augmentation and embeddings significantly enhances performance beyond the initial heuristic baseline.","2573-2978","979-8-3503-6248-0","10.1109/BigData62323.2024.10825404","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10825404","Large Language Models;Text Matching;Rare Diseases;Recommender Systems","Social networking (online);Large language models;Collaborative filtering;Machine learning;Big Data;Data augmentation;Data models;Complexity theory;Diseases","","3","","16","IEEE","16 Jan 2025","15-18 Dec. 2024","15-18 Dec. 2024","IEEE","IEEE Conferences"
"Combination of ELMo Representation and CNN Approaches to Enhance Service Discovery","Z. Huang; W. Zhao","Key Laboratory of Modern Teaching Technology, Ministry of Education, Xi’an, China; School of Computer Science, Shaanxi Normal University, Xi’an, China",IEEE Access,"24 Jul 2020","2020","8","","130782","130796","With the rapid growth of Web services, the demand for discovering the optimal services to satisfy the users' requirements is no longer an easy task. The critical issue in the process of service discovery is to conduct a similarity calculation. To solve such an issue, this study proposes an effective approach that combines the Embeddings from Language Models (ELMo) representation and Convolutional Neural Network (CNN) to obtain a more accurate similarity score for retrieving target Web services. More specifically, first, the study adopts the ELMo model to generate effective word representations for capturing the sufficient information from services and queries. Then, the word representations are used to compose a similarity matrix, which will be taken as the input for the CNN to learn the matching relationships. Finally, the combination of the ELMo representation and CNN is used to address the representation and interaction processes within the matching task to improve the service discovery performance. The results demonstrate the effectiveness of our proposed approach for retrieving better targeted Web services.","2169-3536","","10.1109/ACCESS.2020.3009393","Research Grants funded by the National Natural Science Foundation of China(grant numbers:61771297); Fundamental Research Funds for the Central Universities(grant numbers:GK201802013); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9141288","Service discovery;ELMo;CNN;service similarity;web service","Semantics;Syntactics;Task analysis;Ontologies;Linguistics;Service-oriented architecture","","11","","68","CCBY","15 Jul 2020","2020","","IEEE","IEEE Journals"
"A Transformer-Based Fusion Algorithm for Constructing Conceptual Graphs","H. Zhou; Z. Wang; M. Li; H. Jia","Chengdu Quantum Matrix Technology Co., Ltd. UESTC-Chengdu Quantum Matrix Technology Co., Ltd. joint Institute of Data Technology, Chengdu, China; School of Resources and Environment University of Electronic Science and Technology of China, Chengdu, China; School of Resources and Environment University of Electronic Science and Technology of China, Chengdu, China; School of Resources and Environment University of Electronic Science and Technology of China, Chengdu, China",2025 5th International Conference on Electronic Information Engineering and Computer Technology (EIECT),"21 Jan 2026","2025","","","684","688","For natural language processing knowledge graph construction, Chinese dictionary entry-level hierarchical systems' dispersion and low coupling hinder downstream tasks. This paper proposes the TFC-TEGCN algorithm to fuse entry-level systems into a dictionary-level one. It introduces a “Golden Tree”, uses BERT and cosine similarity for textual similarity, multi-layer GCNs for local structure, an improved Transformer for global relations, and a DAG module for acyclic structure. Experiments on self-built and public datasets validate its effectiveness in solving data quality, entity linking, and global modeling issues, laying a foundation for graph fusion and cross-level relation completion.","","979-8-3315-7524-3","10.1109/EIECT68017.2025.11331624","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11331624","Transformer;Natural Language Possessing;Knowledge Graph;DAG;GCN","Knowledge engineering;Vocabulary;Visualization;Dictionaries;Trees (botanical);Merging;Knowledge graphs;Transformers;Natural language processing;Encoding","","","","12","IEEE","21 Jan 2026","24-26 Oct. 2025","24-26 Oct. 2025","IEEE","IEEE Conferences"
"Dual-graph co-representation learning for knowledge-Graph Enhanced Recommendation","X. Liu; B. Liang; J. Niu; C. Sha; D. Wu",Fudan University; Fudan University; Fudan University; Fudan University; Fudan University,"ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","5 May 2023","2023","","","1","5","Knowledge graphs can help improve the performance of recommender systems by mitigating sparsity and cold-start problems. However, existing approaches usually suffer from problems of domain distribution matching and cycle consistency for co-representation learning, as the representations of items from the recommendation domain and entities from the knowledge graph domain are heterogeneous and cannot consistently or effectively transfer information between domains. Moreover, previous works simply propagate in one of user-item graph and knowledge graph, and ignore the topology information of the other graph. We design a dual-graph framework, named DGCR, with two graph neural networks propagating in user-item graph and knowledge graph respectively to extract topology information from both graphs. We also propose Cycle Transfer Unit, shared in every layer as the key to DGCR to model the universal rule of domain transfer. Cycle Transfer Unit can further alleviate the problems of bias between domains and information loss during transfer.","2379-190X","978-1-7281-6327-7","10.1109/ICASSP49357.2023.10096038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10096038","Recommender Systems;Knowledge-Graph-Enhanced Recommendation;GNN","Network topology;Knowledge graphs;Speech enhancement;Signal processing;Graph neural networks;Acoustics;Topology","","4","","16","IEEE","5 May 2023","4-10 June 2023","4-10 June 2023","IEEE","IEEE Conferences"
"Multi-Modal Neural Architecture Combining BERT and Graph Transformers based Personalized Ideological and Political Course Recommendations","C. Wang","School of Marxism, Wuhan Business University, Wuhan, China",2025 3rd International Conference on Data Science and Information System (ICDSIS),"10 Jul 2025","2025","","","1","9","This research presents a novel deep learning framework for personalized recommendation of ideological and political course resources, addressing the critical need for adaptive learning systems in ideological and political education. We propose IdeoGraphBERT, a hybrid model combining BERT's natural language understanding with graph transformer networks to analyse both textual content and conceptual relationships within ideological and political theories. The system incorporates temporal attention mechanisms to track evolving learner interests and differential privacy to ensure data security. Evaluated on a dataset of 50,000 political science resources, our model achieves state-of-the-art performance with 98.9% accuracy and 0.989 AUC, significantly outperforming text-only (BERT: 88.5%) and graph-only (GAT: 86.3%) baselines. Key innovations include cross-modal attention for ideological and political concept alignment and edge-aware graph propagation for theoretical dependency modelling. The results demonstrate that deep learning can effectively bridge the gap between ideological knowledge representation and personalized learning, while maintaining pedagogical rigor and ethical considerations. This work provides a foundation for AI-enhanced ideological and political education systems that adapt to both individual learning trajectories and dynamic sociopolitical contexts.","","979-8-3315-4265-8","10.1109/ICDSIS65355.2025.11071148","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11071148","BERT;deep learning;educational technology;graph transformer;ideological education;knowledge graphs;natural language processing;personalized learning;political course recommendation","Deep learning;Adaptation models;Differential privacy;Technological innovation;Accuracy;Semantics;Computer architecture;Transformers;Natural language processing;Trajectory","","","","20","IEEE","10 Jul 2025","16-17 May 2025","16-17 May 2025","IEEE","IEEE Conferences"
"Integrating Structure-Aware Attention and Knowledge Graphs in Explainable Recommendation Systems","S. Lyu; M. Wang; H. Zhang; J. Zheng; J. Lin; X. Sun","Carnegie Mellon University, Pittsburgh, USA; Trine University, Phoenix, USA; Syracuse University, Syracuse, USA; Northwestern University, Evanston, USA; University of Toronto, Toronto, Canada; Independent Researcher, Mountain View, USA",2025 3rd International Conference on Artificial Intelligence and Automation Control (AIAC),"15 Jan 2026","2025","","","447","451","This paper designs and implements an explainable recommendation model that integrates knowledge graphs with structure-aware attention mechanisms. The model is built on graph neural networks and incorporates a multi-hop neighbor aggregation strategy. By integrating the structural information of knowledge graphs and dynamically assigning importance to different neighbors through an attention mechanism, the model enhances its ability to capture implicit preference relationships. In the proposed method, users and items are embedded into a unified graph structure. Multi-level semantic paths are constructed based on entities and relations in the knowledge graph to extract richer contextual information. During the rating prediction phase, recommendations are generated through the interaction between user and target item representations. The model is optimized using a binary cross-entropy loss function. Experiments conducted on the Amazon Books dataset validate the superior performance of the proposed model across various evaluation metrics. The model also shows good convergence and stability. These results further demonstrate the effectiveness and practicality of structure-aware attention mechanisms in knowledge graph-enhanced recommendation.","","979-8-3315-5448-4","10.1109/AIAC68175.2025.11332292","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11332292","Recommendation systems;knowledge graphs;structure-aware attention;interpretability","Measurement;Attention mechanisms;Semantics;Knowledge graphs;Spread spectrum communication;Stability analysis;Recommender systems;Thermal stability;System analysis and design;Standards","","3","","31","IEEE","15 Jan 2026","15-17 Oct. 2025","15-17 Oct. 2025","IEEE","IEEE Conferences"
