"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"MTS-DMAE: Dual-Masked Autoencoder for Unsupervised Multivariate Time Series Representation Learning","Y. Xu; Y. Zhang; Y. Fu","Northeastern University, Boston, USA; Northeastern University, Boston, USA; Northeastern University, Boston, USA",2025 IEEE International Conference on Data Mining (ICDM),"25 Feb 2026","2025","","","823","832","Unsupervised multivariate time series (MTS) representation learning aims to extract compact and informative representations from raw sequences without relying on labels, enabling efficient transfer to diverse downstream tasks. In this paper, we propose Dual-Masked Autoencoder (DMAE), a novel masked time-series modeling framework for unsupervised MTS representation learning. DMAE formulates two complementary pretext tasks: (1) reconstructing masked values based on visible attributes, and (2) estimating latent representations of masked features, guided by a teacher encoder. To further improve representation quality, we introduce a feature-level alignment constraint that encourages the predicted latent representations to align with the teacher's outputs. By jointly optimizing these objectives, DMAE learns temporally coherent and semantically rich representations. Comprehensive evaluations across classification, regression, and forecasting tasks demonstrate that our approach achieves consistent and superior performance over competitive baselines.","2374-8486","979-8-3315-9599-9","10.1109/ICDM65498.2025.00090","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11391716","Multivariate time series;unsupervised representation learning;regression;classification;forecasting","Representation learning;Training;Time series analysis;Autoencoders;Semantics;Estimation;Computer architecture;Transformers;Data mining;Forecasting","","","","52","IEEE","25 Feb 2026","12-15 Nov. 2025","12-15 Nov. 2025","IEEE","IEEE Conferences"
"Semantic Recognition of Aerospace Mode Software Demand Based on Bi-LSTM","J. Peng; P. Yao; Z. Zhang; B. Zhang; J. Han",NA; NA; NA; NA; NA,"CAIBDA 2022; 2nd International Conference on Artificial Intelligence, Big Data and Algorithms","19 Apr 2023","2022","","","1","11","The process of requirements elicitation is in the initial stage of the front-end software development. As the main demand source of aerospace model software, technical documents exist in the form of natural text without rules and constraints, and contain multi-level elements and complex sofeware demand semantics, which brings great challengs to the demand acquisition and development enforceability. Therefore, a semantic recognition method of aerospace software requirements based on Long Short Term Memory (LSTM) is proposed in this study, This method extracts semantic elements from software technical documents, and then establishes a knowledgeable description of the semantic information of software requirements. The structural description of aerospace software requirements is defined and the description form of its knowledge graph is specified. Then an aerospace software requirement semantic recognition model based on Bi-LSTM was constructed, which includes requirement morpheme decomposition, requirement morpheme classification and semantic relationship construction. The model was trained with aerospace technical documents, and the results show that the proposed model can achieve more than 96% morpheme decomposition accuracy and 97% word segmentation accuracy, which proves the effectiveness of the proposed method.","","978-3-8007-6025-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10104364","","","","","","","","19 Apr 2023","17-19 June 2022","17-19 June 2022","VDE","VDE Conferences"
"Data Analysis of Abnormal Harmonic of Offshore Wind Farm","Z. Yang; Y. Wen; S. Ye; Q. Guo; L. Zhao","Guodian Power Zhejiang Zhoushan, Offshore Wind Power Development Co., Ltd, Ningbo, China; Guodian Power Zhejiang Zhoushan, Offshore Wind Power Development Co., Ltd, Ningbo, China; Guodian Power Zhejiang Zhoushan, Offshore Wind Power Development Co., Ltd, Ningbo, China; Guodian Power Zhejiang Zhoushan, Offshore Wind Power Development Co., Ltd, Ningbo, China; State Grid Smart Grid Research Institute Co., Ltd, Beijing, China","2023 IEEE 2nd International Conference on Electrical Engineering, Big Data and Algorithms (EEBDA)","10 Apr 2023","2023","","","307","312","Based on online monitoring data, the harmonic problem of the offshore wind farm is analyzed and studied. Firstly, the operation state of the wind farm and the harmonic emission level of the wind turbine are analyzed. Then, according to the daily statistical data of wind farm harmonics, histogram analysis and quantification of statistical indicators such as skewness and kurtosis are carried out to grasp the statistical data distribution characteristics of wind farm harmonic current. Finally, based on the minute-level data of typical days of harmonic problems, the correlation analysis between the harmonic data and the wind farm operation state is carried out to clarify the corresponding relationship between the harmonic anomaly and the wind farm operation state, which provides new ideas and directions for harmonic management.","","978-1-6654-6253-2","10.1109/EEBDA56825.2023.10090525","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10090525","offshore wind farm;harmonics;monitoring data;operation states;association analysis","Histograms;Reactive power;Correlation;Wind speed;Wind farms;Power system harmonics;Wind power generation","","1","","20","IEEE","10 Apr 2023","24-26 Feb. 2023","24-26 Feb. 2023","IEEE","IEEE Conferences"
"Applications of Deep Learning in Japanese Machine Translation","C. Qian","Xi'an Fanyi University, Xi'an, China","2025 International Conference on Algorithm, Artificial Intelligence and Computer Vision (AAICV)","23 Jul 2025","2025","","","314","318","In the context of the acceleration of global economic integration, the communication between China and Japan is increasing, and the demand for efficient and accurate Japanese machine translation is also growing. However, the traditional machine translation model is often difficult to meet the needs of practical applications in terms of translation quality. In recent years, the development of deep learning technology has brought new opportunities and promising solutions to the field of machine translation. This study explores the application effect of deep learning technology, especially Bi-LSTM, in Japanese machine translation, and makes a comparative analysis with LSTM. By constructing a Chinese-Japanese parallel corpus and combining with multi-dimensional evaluation indicators such as BLEU score, METEOR score and manual evaluation, this paper systematically evaluates the performance of Bi-LSTM model in terms of grammatical accuracy, semantic integrity, cultural adaptability and fluency. The results show that the Bi-LSTM model outperforms the LSTM model significantly in all indicators, especially in dealing with long-distance dependencies and cross-language cultural differences, which provides a new method to improve the quality of Japanese machine translation.","","979-8-3315-1470-9","10.1109/AAICV66571.2025.00062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11083004","Deep Learning;Japanese;Machine Translation;LSTM;Bi-LSTM","Deep learning;Adaptation models;Accuracy;Translation;Semantics;Machine translation;Cultural differences;Meteors;Long short term memory;Context modeling","","1","","10","IEEE","23 Jul 2025","21-23 March 2025","21-23 March 2025","IEEE","IEEE Conferences"
"An IoT-owned Service for Global IoT Device Discovery, Integration and (Re)use","A. Dawod; D. Georgakopoulos; P. P. Jayaraman; A. Nirmalathas","Department of Electrical and Electronic Engineering, The University of Melbourne, Melbourne, Australia; Department of Computer Science and Software Engineering, Swinburne University of Technology, Melbourne, Australia; Department of Computer Science and Software Engineering, Swinburne University of Technology, Melbourne, Australia; Department of Electrical and Electronic Engineering, The University of Melbourne, Melbourne, Australia",2020 IEEE International Conference on Services Computing (SCC),"11 Dec 2020","2020","","","312","320","This paper introduces a novel IoT-owned service for Global IoT Device Discovery and Integration (GIDDI) of existing IoT devices that are owned and managed by different parties who are the IoT devices providers. The GIDDI service promotes the sharing of existing IoT devices and the deployment of new devices via a revenue generating scheme for the IoT device providers. Unlike existing IoT device discovery and integration solutions that are currently owned and/or controlled by specific IoT platform or service providers, the GIDDI service has been specifically designed to manage all the metadata needed for IoT device discovery and integration in a specialized blockchain (we refer to this as GIDDI Blockchain) and via this blockchain-based solution be IoT-owned (i.e., not owned or controlled by any specific provider). In addition to the GIDDI Blockchain, the GIDDI service includes a distributed GIDDI Marketplace that provides the functionality of IoT device discovery, integration and payment. The paper describes a proof-of-concept implementation of the GIDDI blockchain. It also provides an experimental evaluation of the GIDDI blockchain in variety of IoT device registration and query workloads. An evaluation of the proposed GIDDI service concludes the paper.","2474-2473","978-1-7281-8789-1","10.1109/SCC49832.2020.00048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284497","IoT Device Discovery;Internet of Things;Blockchain;IoT Device Query;IoT Device Registration","Conferences;Service computing;Blockchain;Metadata","","20","","20","IEEE","11 Dec 2020","7-11 Nov. 2020","7-11 Nov. 2020","IEEE","IEEE Conferences"
"A Deformable Constraint Transport Network for Optimal Aortic Segmentation From CT Images","W. Lin; Z. Gao; H. Liu; H. Zhang","School of Biomedical Engineering, Sun Yat-sen University, Shenzhen Campus, Shenzhen, China; School of Biomedical Engineering, Sun Yat-sen University, Shenzhen Campus, Shenzhen, China; Department of Radiology, Guangdong Provincial People’s Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China; School of Biomedical Engineering, Sun Yat-sen University, Shenzhen Campus, Shenzhen, China",IEEE Transactions on Medical Imaging,"3 Apr 2024","2024","43","4","1462","1475","Aortic segmentation from computed tomography (CT) is crucial for facilitating aortic intervention, as it enables clinicians to visualize aortic anatomy for diagnosis and measurement. However, aortic segmentation faces the challenge of variable geometry in space, as the geometric diversity of different diseases and the geometric transformations that occur between raw and measured images. Existing constraint-based methods can potentially solve the challenge, but they are hindered by two key issues: inaccurate definition of properties and inappropriate topology of transformation in space. In this paper, we propose a deformable constraint transport network (DCTN). The DCTN adaptively extracts aortic features to define intra-image constrained properties and guides topological implementation in space to constrain inter-image geometric transformation between raw and curved planar reformation (CPR) images. The DCTN contains a deformable attention extractor, a geometry-aware decoder and an optimal transport guider. The extractor generates variable patches that preserve semantic integrity and long-range dependency in long-sequence images. The decoder enhances the perception of geometric texture and semantic features, particularly for low-intensity aortic coarctation and false lumen, which removes background interference. The guider explores the geometric discrepancies between raw and CPR images, constructs probability distributions of discrepancies, and matches them with inter-image transformation to guide geometric topology in space. Experimental studies on 267 aortic subjects and four public datasets show the superiority of our DCTN over 23 methods. The results demonstrate DCTN’s advantages in aortic segmentation for different types of aortic disease, for different aortic segments, and in the measurement of clinical indexes.","1558-254X","","10.1109/TMI.2023.3339142","National Natural Science Foundation of China(grant numbers:62325113,62101606,62276282,62271511,U1908211); Shenzhen Innovation Funding(grant numbers:GJHZ20220913142601003); National Key Research and Development Program of China(grant numbers:2022YFE0209800); Guangdong Basic and Applied Basic Research Foundation(grant numbers:2022A1515011384); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341269","Computed tomography;aortic segmentation;geometric constraint;optimal transport;transformer","Image segmentation;Biomedical imaging;Computed tomography;Feature extraction;Geometry;Topology;Decoding","Humans;Tomography, X-Ray Computed;Aorta;Image Processing, Computer-Assisted","9","","65","CCBY","4 Dec 2023","April 2024","","IEEE","IEEE Journals"
"Towards an Architecture to Support Data Access in Research Data Spaces","J. Möller; D. Jankowski; A. Hahn","Department of Computer Science, Carl von Ossietzky University Oldenburg, Oldenburg, Germany; R&D Division Transportation OFFIS, Institute for Computer Science, Oldenburg, Germany; Department of Computer Science, Carl von Ossietzky University Oldenburg, Oldenburg, Germany",2021 IEEE 22nd International Conference on Information Reuse and Integration for Data Science (IRI),"17 Nov 2021","2021","","","310","317","Using data from different data sources is a common procedure in data-driven research. As required data is often not available from centrally managed sources, the concept of data spaces has more and more frequently been utilized to integrate decentral data sources and supporting the access to these. However, decentrally organized data management leads to differences in data models, formats and technologies and the problem of matching data from different sources most often still requires significant manual work, either from the provider or the consumer of the data. Especially in research data spaces, properties of data sources are often dynamically modified or extended, and complex queries are formulated to access the data. In this paper, we present an architecture to approach this problem by automatically exploring the different data sources and searching for similar attributes. Matching attributes are then assembled to so-called vocabularies, that represent common concepts in the data space independently from their actual representations. This dynamic knowledge base is then used to efficiently query and access data in the data space. Finally, an application of the concept is presented to demonstrate the applicability of our architectural framework.","","978-1-6654-3875-9","10.1109/IRI51335.2021.00049","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9599115","data space access;data architecture;research data management;data vocabulary","Vocabulary;Runtime;Knowledge based systems;Systems architecture;Manuals;Machine learning;Search problems","","2","","42","IEEE","17 Nov 2021","10-12 Aug. 2021","10-12 Aug. 2021","IEEE","IEEE Conferences"
"A Measurement-based Aggregated Simulation Model of Residential LV networks for Harmonic Resonance Studies","S. Kannan; J. Meyer; P. Schegner","Institute of Electrical Power Systems and High Voltage Engineering, Technische Universitaet Dresden, Dresden, Germany; Institute of Electrical Power Systems and High Voltage Engineering, Technische Universitaet Dresden, Dresden, Germany; Institute of Electrical Power Systems and High Voltage Engineering, Technische Universitaet Dresden, Dresden, Germany",2022 IEEE 12th International Workshop on Applied Measurements for Power Systems (AMPS),"16 Dec 2022","2022","","","1","6","Harmonic resonance is increasingly observed in many European residential low-voltage networks, which can cause increased harmonic disturbance levels. An aggregated simulation model can be used to analyze the resonance phenomenon. Various literature has developed different frequency-domain aggregated representations of LV networks. But they are not realistic for harmonic resonance studies. To bridge this gap, a simulation model derived based on measurements aggregated at the low-voltage busbar of the supply transformer is proposed. The innovation proposed in this model includes an equivalent impedance circuit to represent the aggregated residential customer and background harmonic voltages obtained based on extensive field measurement campaign. The model is validated for its representativeness in harmonic resonance studies. An application example is provided to highlight the usefulness of the proposed model.","2475-2304","978-1-6654-7034-6","10.1109/AMPS55790.2022.9978879","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978879","Simulation models;Customer-side harmonic impedance;Grid-side harmonic voltage;Harmonic resonance","Low voltage;Analytical models;Technological innovation;Impedance measurement;Power measurement;Power system harmonics;Harmonic analysis","","1","","22","IEEE","16 Dec 2022","28-30 Sept. 2022","28-30 Sept. 2022","IEEE","IEEE Conferences"
"Towards Enhancing Open Innovation Efficiency: A Method for Ontological Integration of BPMN and EMMO","C. Feltus; D. Nicolas; C. Kavka; D. Khadraoui; S. Belouttar; N. Konchakova; H. A. Preisig; P. Klein","Luxembourg Institute of Science and Technology (LIST), Esch-sur-Alzette, Luxembourg; Luxembourg Institute of Science and Technology (LIST), Esch-sur-Alzette, Luxembourg; Luxembourg Institute of Science and Technology (LIST), Esch-sur-Alzette, Luxembourg; Luxembourg Institute of Science and Technology (LIST), Esch-sur-Alzette, Luxembourg; Luxembourg Institute of Science and Technology (LIST), Esch-sur-Alzette, Luxembourg; Helmholtz-Zentrum Hereon, Institute of Surface Science, Geesthacht, Germany; Department of Chemical Engineering, Norwegian University of Science and Technology (NTNU), Trondheim, Norway; Fraunhofer Institut für Techno- und Wirtschaftsmathematik, Kaiserslautern, Germany",2023 18th Conference on Computer Science and Intelligence Systems (FedCSIS),"8 Nov 2023","2023","","","471","479","The process of open innovation based on advanced materials involves the collaborative sharing of knowledge, ideas, and resources among different organisations, such as academic institutions, businesses, and government agencies. It is suggested that Business Process Modelling and Notations (BPMN) and Elementary Multiperspective Material Ontology (EMMO) be closely integrated to accelerate the development of new materials and technologies and address complex material challenges. In this paper, we examine the integration of EMMO and BPMN through an initial investigation to streamline workflows, enhance communication, and improve the understanding of materials knowledge. We propose a four-step approach to integrate both ontologies, which involves ontology alignment, mapping, integration, and validation. Our approach supports faster and more cost-effective research and development processes, leading to more effective and innovative solutions.","","978-83-967447-8-4","10.15439/2023F8906","European Union(grant numbers:952903); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10306170","","Computer science;Technological innovation;Government;Collaboration;Ontologies;Research and development;Business","","","","29","","8 Nov 2023","17-20 Sept. 2023","17-20 Sept. 2023","IEEE","IEEE Conferences"
"Data Pattern Matching Method Based on BERT and Attention Mechanism","C. Hou; W. Xie; F. Li; X. Meng; Y. Shi; Y. Liu; Z. Zhao","School of Information Science and Technology, Qingdao University of science and technology, Qingdao, China; Department of Technique Center, Qingdao ZichaiBoyang Diesel Engine Co., Ltd, Qingdao, China; Department of Technique Center, Qingdao ZichaiBoyang Diesel Engine Co., Ltd, Qingdao, China; School of Information Engineering, Qingdao Institute of Technology, Qingdao, China; Department of Cloud Network of China Unicom, China Unicom, Qingdao, China; School of Information Science and Technology, Qingdao University of science and technology, Qingdao, China; School of Information Science and Technology, Qingdao University of science and technology, Qingdao, China","2024 Second International Conference on Networks, Multimedia and Information Technology (NMITCON)","4 Oct 2024","2024","","","1","8","Database schema matching is a core task in data integration, which involves finding the mapping relationship between tables and attributes between two databases. However, this task is very challenging due to structural heterogeneity and semantic differentiation. Although many studies have explored solutions, they often suffer from low accuracy, poor generality, and the inability to provide pre-training data. In this paper, we propose a method named PMFTA, which is based on the combination of schema information and instance information to realize database schema relationship matching. This method uses a variety of database information and pattern matching methods, introduces attention mechanism and deep learning technology, and effectively solves the generality problem of processing logic for part of missing data, as well as the precision problem of processing large string matching and semantic ambiguity. Using this method can improve the accuracy and generality of overall pattern matching, and there is no need to prepare pre-training data in advance. After experimental comparison, using two versions of the real database of an enterprise, compared with other algorithms, the accuracy can be improved in the scenario of missing database description, and it still has good robustness in the case of missing other partial data.","","979-8-3503-7289-2","10.1109/NMITCON62075.2024.10699209","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10699209","database pattern matching;machine learning;attention;NLP","Deep learning;Accuracy;Attention mechanisms;Databases;Semantics;Noise;Data integration;Multimedia databases;Robustness;Pattern matching","","","","10","IEEE","4 Oct 2024","9-10 Aug. 2024","9-10 Aug. 2024","IEEE","IEEE Conferences"
"Strategies for Intelligent Registration of IoT Devices","W. Yue; X. Liu","School of Software Engineering, East China Normal University, Shanghai, China; School of Software Engineering, East China Normal University, Shanghai, China",2021 IEEE Wireless Communications and Networking Conference (WCNC),"5 May 2021","2021","","","1","7","The heterogeneity of the underlying devices introduced significant technical challenges for interoperability in the Internet of Things (IoT), as a rapidly increasing landscape of IoT devices. A unified form of device registration is an important method to shield the heterogeneity. However, most solutions were to focus on the abstraction of device data. Notably, device description information is also necessary. For example, we can deploy the operation temperature of the device in its range to ensure normal operation of the device. However, the device description information registration methods mainly rely on developers entering manually, which causes inefficiency and high information error rate under the cases of many devices. Therefore, it is necessary to develop an excellent strategy for the intelligent registration of IoT devices.In this paper, we proposed the device intelligent registration strategy by a semantic ontology-based IoT device registration middleware (IDRM): (1) It achieves automatic registration by using automatic recognition and ontology matching of banner information from device application protocol. (2) It realizes registration with converting manual submitted by device vendor users into ontology-based device information. Our experimental results show that IDRM implements Plug-and-Play (PnP) for devices by providing an intelligent registration strategy to shield the heterogeneity of underlying devices.","1558-2612","978-1-7281-9505-6","10.1109/WCNC49053.2021.9417475","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9417475","IoT;Middleware;Device intelligent registration;Ontology","Temperature distribution;Protocols;Semantics;Reinforcement learning;Manuals;Ontologies;Information retrieval","","1","","22","IEEE","5 May 2021","29 March-1 April 2021","29 March-1 April 2021","IEEE","IEEE Conferences"
"Novel Method for Estimating Utility Harmonic Impedance for a Direct-Drive Permanent Magnet Synchronous Generator Wind Farm","R. Zhou; X. Ma; R. Xu; X. Xiao; J. Zhao","College of Electrical Engineering, Sichuan University, Chengdu, China; College of Electrical Engineering, Sichuan University, Chengdu, China; College of Electrical Engineering, Sichuan University, Chengdu, China; College of Electrical Engineering, Sichuan University, Chengdu, China; College of Electrical Engineering, Sichuan University, Chengdu, China",IEEE Access,"14 Mar 2022","2022","10","","25872","25882","Accurate estimation of the utility harmonic impedance is significant for harmonic control and responsibility division. Traditional methods of estimating the utility harmonic impedance are valid on the premise that the harmonic impedance on the wind-farm side is significantly greater than that on the utility side. However, with the installation of filters and reactive power compensation devices in wind farms, traditional estimation methods are no longer applicable. The accuracy of most existing estimation methods depends only on the accuracy of the model. This can cause large errors in the estimation of the utility harmonic impedance on a wind farm. To address this challenge, this paper proposes a method for estimating the utility harmonic impedance for a direct-drive permanent magnet synchronous generator wind farm based on a modified model with measured data. The proposed method uses the measured data to modify a model to obtain a more accurate estimation of the utility harmonic impedance. The results of the simulation and case study indicated that the traditional estimation methods have large errors when the background harmonic fluctuates significantly or the wind-farm-side harmonic impedance is smaller than the utility-side harmonic impedance. In contrast, the proposed method has a higher accuracy for the above scenarios.","2169-3536","","10.1109/ACCESS.2022.3141312","Interdisciplinary Innovation Cultivate Project of Sichuan University(grant numbers:0030304153003); Open Fund of State Key Laboratory of Power System and Generation Equipment Tsinghua University(grant numbers:SKLD21KM04); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9673797","D-PMSG wind farm;power quality;utility-side harmonic impedance wind-farm-side harmonic impedance","Harmonic analysis;Power harmonic filters;Impedance;Wind farms;Mathematical models;Estimation;Impedance measurement","","4","","28","CCBYNCND","7 Jan 2022","2022","","IEEE","IEEE Journals"
"Automatically Combining Conceptual Models Using Semantic and Structural Information","A. J. Freund; P. J. Giabbanelli","Dept. Computer Science & Software Engineering, Miami University, Oxford, OH, USA; Dept. Computer Science & Software Engineering, Miami University, Oxford, OH, USA",2021 Annual Modeling and Simulation Conference (ANNSIM),"5 Oct 2021","2021","","","1","12","A conceptual model is a necessary precursor to a simulation model. It defines the problem space by listing relevant concepts and it identifies salient mechanisms by specifying which concepts are related. In this paper, we focus on conceptual models expressed as causal or ‘cognitive’ maps, in which concepts form nodes and their relationships are directed, weighted edges specifying causal strengths. When modeling complex social systems, participants may provide their perspectives through individual causal maps. To create a simulation model, these maps need to be aggregated into a coherent conceptual model. Two challenges arise: nodes may have different names although participants ascribed the same meanings (i.e., linguistic variability) and disagreements on causal strengths need to be reconciled. Although other fields have long proposed algorithms to aggregate knowledge bases (e.g., ontology matching), there is a paucity of solutions for causal maps. In this paper, we propose a solution for causal maps that leverages recent advances in graph matching. We demonstrate the feasibility and potential of our approach on a case study with $n=22$ maps.","","978-1-56555-375-0","10.23919/ANNSIM52504.2021.9552157","Miami University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9552157","Causal Maps;Conceptual Model;Mental Model;Utility Matrix;WordNet","Aggregates;Semantics;Knowledge based systems;Ontologies;Linguistics","","7","","33","","5 Oct 2021","19-22 July 2021","19-22 July 2021","IEEE","IEEE Conferences"
"SemanticVQVAE for Co-Speech Gesture Quantization with Contrastive Learning","C. Kim; S. Kim; J. Y. Jang; B. Joe; M. Jung; S. Shin","Artificial Intelligence Research Center, Korea Electronic Technology Institute, Gyeonggi-do, Republic of Korea; Artificial Intelligence Research Center, Korea Electronic Technology Institute, Gyeonggi-do, Republic of Korea; Artificial Intelligence Research Center, Korea Electronic Technology Institute, Gyeonggi-do, Republic of Korea; Artificial Intelligence Research Center, Korea Electronic Technology Institute, Gyeonggi-do, Republic of Korea; Artificial Intelligence Research Center, Korea Electronic Technology Institute, Gyeonggi-do, Republic of Korea; Artificial Intelligence Research Center, Korea Electronic Technology Institute, Gyeonggi-do, Republic of Korea",2024 15th International Conference on Information and Communication Technology Convergence (ICTC),"14 Jan 2025","2024","","","19","24","In the field of co-speech gesture generation, quantization plays a crucial role in transforming continuous gesture data into discrete tokens or codes, facilitating the alignment and semantic preservation of gestures with speech. This study proposes a semantic-aware Vector Quantized Variational Auto-Encoder (VQVAE) model designed to address the limitations of existing approaches, which often fail to maintain the contextual and semantic coherence of gestures. Our method incorporates context-aware padding and contrastive loss to improve the accuracy and consistency of gesture representations, in order to preserving their semantic integrity. Experimental results demonstrate that our semantic-aware VQVAE outperforms base-line methods across several metrics. These results underscore the potential of our approach to advance high-quality gesture quantization, facilitating more natural and coherent co-speech gesture generation.","2162-1241","979-8-3503-6463-7","10.1109/ICTC62082.2024.10826672","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10826672","Gesture quantization;Contrastive learning;Co-speech gesture generation;Discrete encoding","Training;Quantization (signal);Accuracy;Speech coding;Semantics;Social robots;Syntactics;Vectors;Robustness;Context modeling","","","","30","IEEE","14 Jan 2025","16-18 Oct. 2024","16-18 Oct. 2024","IEEE","IEEE Conferences"
"Bridging the Gap in AI-Driven Workflows: The Case for Domain-Specific Generative Bots","A. Kumar; M. S. Lakshmi Devi; J. S. Saltz","School of Information studies, Syracuse University, Syracuse, NY, USA; Dept.of Computer Science, Government First Grade College, Varthur, Bangalore, India; School of Information studies, Syracuse University, Syracuse, NY, USA",2023 IEEE International Conference on Big Data (BigData),"22 Jan 2024","2023","","","2421","2430","The widespread adoption of generative AI tools, such as ChatGPT, has resulted in its extensive use in a broad range of situations. However, language models often generate inaccurate or misleading responses, negatively impacting its use. Developing domain-specific bots for specific work situations could enhance accuracy and robustness, enabling more effective use of Generative AI in a work context. To help explore this possibility, we developed a data science process-expert generative AI assistant (bot) and evaluated its efficacy. We observed that the bot significantly improved efficiency, guided the exploration of new concepts within data science project management, and fostered creativity. Moreover, the constant availability of the bot allowed access to expertise whenever needed. Furthermore, responses indicated people viewed the bot as a collaborative tool that enabled communication and comprehension of complex questions. In addition, a Likert-scale analysis showed that the bot has the potential to impact the data science field positively. In summary, this research underscores the value of domain-specific bots and the potential impact on data science project management, as well as in other domains.","","979-8-3503-2445-7","10.1109/BigData59044.2023.10386894","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10386894","Data Science;Generative AI;CRISP-DM;Chat Bots","Generative AI;Collaborative tools;Project management;Data science;Big Data;Chatbots;Robustness","","6","","37","IEEE","22 Jan 2024","15-18 Dec. 2023","15-18 Dec. 2023","IEEE","IEEE Conferences"
"A Basic Psychophysics Study of Sound Reliability Effects on Audiovisual Integration for Developing New Virtual Reality Device","H. Yu; Q. Wu; M. Zhou; Q. Li; J. Yang; S. Takahashi; Y. Ejima; J. Wu","Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan; Department of Psychology, Suzhou University of Science and Technology, Suzhou, China; Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan; School of Computer Science and Technology, Changchun University of Science and Technology, Changchun, Jilin Province, China; Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan; Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan; Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan; Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan",2021 IEEE International Conference on Mechatronics and Automation (ICMA),"27 Aug 2021","2021","","","1298","1303","Although visual virtual reality performance was widely investigated by researchers, it remains unclear that whether semantic reliability of sound can also facilitate the visual virtual reality performance. We investigated the behavioral category performance of living and non-living outlined drawings accompany with a semantic reliable or unreliable sound. We evaluate the living and non-living picture category performance under three multisensory semantic conditions: semantic reliable, semantic unreliable and semantic control (mix with semantic reliable and semantic unreliable stimuli). The reaction time results showed that faster category speed for semantic reliable multisensory presentation condition compared with semantic unreliable multisensory presentation condition whatever the outlined drawing was living or non-living. Such result indicated the multisensory integration facilitate the visual category performance. Additionally, non-living category has a significant advantage than living picture category under semantic unreliable multisensory condition, indicated nonliving objects had robust multisensory representation compared with living objects. This study provided potential theory support for developing new audiovisual virtual reality device or application.","2152-744X","978-1-6654-4101-8","10.1109/ICMA52036.2021.9512687","Japan Society for the Promotion of Science (JSPS) Kakenhi(grant numbers:18K18835,18H01411,18K12149,19KK0099,20K04381,20K07722); National Natural Science Foundation of China(grant numbers:61806025); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9512687","multisensory integration;semantic reliability;semantic category;selective attention","Performance evaluation;Visualization;Mechatronics;Automation;Conferences;Semantics;Virtual reality","","","","29","IEEE","27 Aug 2021","8-11 Aug. 2021","8-11 Aug. 2021","IEEE","IEEE Conferences"
