"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Unsupervised Semantic Mapping for Healthcare Data Storage Schema","F. A. Satti; M. Hussain; J. Hussain; S. I. Ali; T. Ali; H. S. M. Bilal; T. Chung; S. Lee","Department of Computer Science and Engineering, Kyung Hee University, Giheung-gu, Yongin, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Giheung-gu, Yongin, South Korea; Department of Data Science, Sejong University, Seoul, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Giheung-gu, Yongin, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Giheung-gu, Yongin, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Giheung-gu, Yongin, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Giheung-gu, Yongin, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Giheung-gu, Yongin, South Korea",IEEE Access,"5 Aug 2021","2021","9","","107267","107278","Data, information, and knowledge processing systems, in the domain of healthcare, are currently plagued by heterogeneity at various levels. Current solutions have focused on developing a standard-based, manual intervention mechanism, which requires a large number of human resources and necessitates the realignment of existing systems. State-of-the-art methodologies in the field of natural language processing and machine learning can help to partially automate this process, reducing the resource requirements and providing a relatively good multi-class-based classification algorithm. We present a novel methodology for bridging the gap between various healthcare data management solutions by leveraging the strength of transformer-based machine learning models, to create mappings between the data elements. Additionally, the annotated data, collected against five medical schemas and labeled by four annotators is made available for helping future researchers. Our results indicate, that for biased, dependent multi-class text classification, transformer-based models provide better results than linguistic and other classical models. In particular, the Robustly Optimized BERT Pretraining Approach (RoBERTa) provides the best schema matching performance by achieving a Cohen's kappa score of 0.47 and Matthews Correlation Coefficient (MCC) score of 0.48, with human-annotated data.","2169-3536","","10.1109/ACCESS.2021.3100686","Information Technology Research Center (ITRC) through the support program(grant numbers:IITP-2017-0-01629); Grand Information Technology Research Center through the support program(grant numbers:IITP-2021-2020-0-01489); Institute of Information & Communications Technology Planning & Evaluation (IITP)(grant numbers:IITP-2017-0-00655); National Research Foundation of Korea (NRF); Ministry of Science and ICT (MSIT), Korea Government(grant numbers:NRF-2019R1A2C2090504); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9499053","Context awareness;decision support systems;expert systems;health information management;medical information systems;ontology engineering;text processing;unsupervised learning","Medical services;Interoperability;Semantics;Medical diagnostic imaging;Natural language processing;Ontologies;Machine learning","","4","","33","CCBY","27 Jul 2021","2021","","IEEE","IEEE Journals"
"A Review of State of the Art Deep Learning Models for Ontology Construction","T. Zengeya; J. Vincent Fonou-Dombeu","School of Mathematics, Statistics and Computer Science, University of KwaZulu-Natal, Pietermaritzburg, South Africa; School of Mathematics, Statistics and Computer Science, University of KwaZulu-Natal, Pietermaritzburg, South Africa",IEEE Access,"14 Jun 2024","2024","12","","82354","82383","Researchers are working towards automation of ontology construction to manage the ever-growing data on the web. Currently, there is a shift from the use of machine learning techniques towards exploration of deep learning models for ontology construction. Deep learning model are capable of extracting terms, entities, relations, and classifications, and perform axiom learning from the underutilized richness of web-based knowledge. There has been remarkable progress in automatic ontology creation using deep learning models since they can perform word embedding, long-term dependency acquisition, concept extraction from large corpora, and inference of abstracted relationships based on broad corpora. Despite their emerging importance, deep learning models remain underutilized in ontology construction, and there is no comprehensive review of their application in ontology learning. This paper presents a comprehensive review of existing deep-learning models for the construction of ontologies, the strength and the weaknesses presented by the deep learning models for ontology learning as well as promising directions to achieve a more robust deep learning models. The Deep Learning models reviewed include Recurrent Neural Networks (RNNs), Convolutional Neural Networks (CNNs), Long-Short Term Memory (LSTMs), and Gated Recurrent Unit (GRU) as well as their ensembles. While these traditional deep learning models have achieved great success, one of their limitations is that they struggle to understand the meaning and order of data in sequences. CNNs and RNN-based models such as LSTMs and GRUs can be computationally expensive due to their large number of parameters or complex gating mechanisms. Furthermore, RNN models suffer from vanishing gradients, making it difficult to learn long-term relationships in sequences. Additionally, RNN-based models process information sequentially, limiting their ability to take advantage of powerful parallel computing hardware, slowing down training and inference, especially for long sequences. Consequently, there has been a shift towards Generative Pre-Trained (GPT) models and Bidirectional Encoder Representations from Transformers (BERT) models. This paper also reviewed the GPT-3, GPT-4, and the BERT models for extracting terms, entities, relations, and classifications. While GPT models excel in contextual understanding and flexibility, they fall short when handling domain-specific terminology and disambiguating complex relationships. Fine-tuning and domain-specific training data could minimize these shortcomings, and further enhance the performance of GPT in term and relation extraction tasks. On the other hand, the BERT models excel in comprehending context-heavy texts, but struggles with higher-level abstraction and inference tasks due to a lack of explicit semantic knowledge, thus necessitating inference for unspecified relationships. The paper recommends further research on deep learning models for ontology alignment and merging. Also, the ensembling of deep learning models and the use of domain-specific knowledge for ontology learning require further research for ontology construction.","2169-3536","","10.1109/ACCESS.2024.3406426","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10540206","Deep learning;ontology construction;ontology learning;term extraction;relation discovery;axiom learning","Ontologies;Deep learning;Computational modeling;Data mining;Reviews;Machine learning;Information retrieval;Machine assisted indexing","","11","","176","CCBYNCND","28 May 2024","2024","","IEEE","IEEE Journals"
"Semantic Heterogeneity Management between Weather Systems Using Ontology Mapping","K. Ramar; R. Appovoo; H. Shanmugasundaram; B. A","Department of CSE, Saveetha Engineering College, India; Department of Comp. Int., SRM Ins. of Sci. & Tech., India; Department of Comp. Sci. & Eng., Vardhaman College of Eng, India; Department of Comp. Sci. & Eng., Vardhaman College of Eng, India",2022 International Conference on Disruptive Technologies for Multi-Disciplinary Research and Applications (CENTCON),"3 Mar 2023","2022","2","","52","57","Emergence of Information and Communication Technology (ICT) provides enormous volume of data over the WWW. Weather data one among them which is provided by different organizations with various formats and attributes. Weather data plays major role in various domains such as agriculture, forestry, disaster management. In order to effectively use the heterogeneous weather data, different processing techniques are used. This is useful for achieving interoperability and integration among similar systems. Our proposed system focuses on identifying the semantic and data heterogeneity between weather systems and resolve semantic incompatibilities by ontology mapping. The proposed technique is relied on background ontology which developed with all entities and attributes. The proposed algorithm OMFIM (Ontology Mapping For Information Management) performance is compared against state of the art algorithms S-match, COMA++ and Falcon-AO algorithms. Results show that the ontology matching of OMFIM is more optimum than the existing techniques and also applicable for the ontology with less terminological and schematic similarities.","","978-1-6654-6374-4","10.1109/CENTCON56610.2022.10051484","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10051484","Weather system;Heterogeneity;Ontology;Ontology Mapping;Interoperability","Semantics;Forestry;Organizations;Ontologies;Syntactics;Agriculture;Information and communication technology","","1","","22","IEEE","3 Mar 2023","22-24 Dec. 2022","22-24 Dec. 2022","IEEE","IEEE Conferences"
"Ontology Based Recommendation System","P. Kaushik; P. Rawat; A. K. Gupta; C. A. S; A. Kumar; R. Ottalwar","Dept. of CSE (AIML), CSE-APEX Chandigarh University, Chandigarh, India; Dept. of CSE, Lingayas Vidyapeeth University, Faridabad, India; Dept. of CEA, Mangalayatan University, Aligarh, India; Dept. of ECE, Dhanalakshmi Srinivasan University, Coimbatore, India; Dept. of Computing & IT, Usha Martin University, Ranchi, India; Dept. of CSE (AIML), CSE-APEX Chandigarh University, Chandigarh, India",2024 4th International Conference on Advancement in Electronics & Communication Engineering (AECE),"13 Mar 2025","2024","","","279","284","E-commerce platforms face the challenge of providing personalized product recommendations to users, a crucial factor in enhancing user satisfaction and increasing sales. This paper presents an ontology-driven recommendation system de- signed specifically for e-commerce websites to address this challenge. Ontologies provide a structured framework for organizing knowledge within a domain, facilitating more precise and efficient recommendation strategies. We employ a hybrid recommendation approach that combines collaborative filtering with content-based filtering methodologies. Collaborative filtering analyzes user actions and preferences to identify similar users and suggest items they have shown interest in. In contrast, content-based filtering focuses on the attributes and features of products to recommend items that align with the user’s preferences. To demonstrate the effectiveness of our ontology-based recommendation system, we conducted experiments using real- world e- commerce data. The results indicate that our system outperforms traditional recommendation techniques in terms of accuracy and user satisfaction.","","979-8-3503-6472-9","10.1109/AECE62803.2024.10911173","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10911173","E-Commerce;Ontology;Recommendation System;Content-Based Filtering;Text Mining","Text mining;Accuracy;Filtering;Collaborative filtering;Ontologies;Electronic commerce;Recommender systems;Faces","","1","","21","IEEE","13 Mar 2025","22-23 Nov. 2024","22-23 Nov. 2024","IEEE","IEEE Conferences"
"Schema Matching using Pre-Trained Language Models","Y. Zhang; A. Floratou; J. Cahoon; S. Krishnan; A. C. Müller; D. Banda; F. Psallidas; J. M. Patel",University of Wisconsin-Madison; Microsoft; Microsoft; Microsoft; Microsoft; Sentry; Microsoft; University of Wisconsin-Madison,2023 IEEE 39th International Conference on Data Engineering (ICDE),"26 Jul 2023","2023","","","1558","1571","Schema matching over relational data has been studied for more than two decades. However, the state-of-the-art methods do not address key modern-day challenges encountered in real customer scenarios, namely: 1) no access to the source (customer) data due to privacy constraints, 2) target schema with a much larger number of entities and attributes compared to the source schema, and 3) different but semantically equivalent entity and attribute names in the source and target schemata. In this paper, we address these shortcomings. Using real-world customer schemata, we demonstrate that existing linguistic matching approaches have low accuracy. Next, we propose the Learned Schema Mapper (LSM), a novel linguistic schema matching system that leverages the natural language understanding capabilities of pre-trained language models to improve the overall accuracy. Combining this with active learning and a smart attribute selection strategy that selects the most informative attributes for users to label, LSM can significantly reduce the overall human labeling cost. Experimental results demonstrate that users can correctly match their full schema while saving as much as 81% of the labeling cost compared to manual labeling.","2375-026X","979-8-3503-2227-9","10.1109/ICDE55515.2023.00123","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10184612","","Data privacy;Costs;Diversity reception;Manuals;Linguistics;Data engineering;Natural language processing","","18","","50","IEEE","26 Jul 2023","3-7 April 2023","3-7 April 2023","IEEE","IEEE Conferences"
"Knowledge Graph-Enhanced Control and Diagnosis in Smart Building Energy Systems","H. Yin","Department of Computing, Faculty of Computer and Mathematical Sciences, The Hong Kong Polytechnic University, Hong Kong, China",2025 3rd International Conference on Artificial Intelligence and Automation Control (AIAC),"15 Jan 2026","2025","","","498","502","This paper presents a knowledge graph-driven framework for intelligent control and fault diagnosis across multi-domain energy systems in smart buildings. The framework semantically integrates heterogeneous data from electrical, HVAC, and water supply subsystems using an ontology-based knowledge graph, enabling unified modeling, real-time reasoning, and inter-system coordination. A multi-agent reinforcement learning module is developed to dynamically optimize energy control strategies, while a fault diagnosis engine combines graph neural networks and Bayesian inference for accurate and explainable anomaly detection. Experimental evaluation was conducted on 12-month operational data from three representative buildings, encompassing over 220 million sensor records. Results show that the proposed framework achieves an average energy savings of $12.5 \%$, fault diagnosis accuracy of $93.1 \%$, and end-to-end reasoning latency below 0.5 seconds. The framework demonstrates strong interpretability, scalability, and adaptability under diverse building scenarios. This work contributes a generalizable, semantic-driven architecture for future building energy management and intelligent operation.","","979-8-3315-5448-4","10.1109/AIAC68175.2025.11332243","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11332243","Knowledge Graph (KG);Smart Buildings;Intelligent Control;Fault Diagnosis;Semantic Reasoning","Fault diagnosis;Smart buildings;Accuracy;HVAC;Scalability;Knowledge graphs;Reinforcement learning;Cognition;Real-time systems;Intelligent control","","","","15","IEEE","15 Jan 2026","15-17 Oct. 2025","15-17 Oct. 2025","IEEE","IEEE Conferences"
"In Situ Neural Relational Schema Matcher","X. Du; G. Yuan; S. Wu; G. Chen; P. Lu","The State Key Laboratory of Blockchain and Data Security, Zhejiang University, China; The State Key Laboratory of Blockchain and Data Security, Zhejiang University, China; The State Key Laboratory of Blockchain and Data Security, Zhejiang University, China; The State Key Laboratory of Blockchain and Data Security, Zhejiang University, China; The State Key Laboratory of Blockchain and Data Security, Zhejiang University, China",2024 IEEE 40th International Conference on Data Engineering (ICDE),"23 Jul 2024","2024","","","138","150","The scarcity of training data restricts a neural network from capturing schema diversity and intricacies, hindering schema-matching models' generalization capabilities. In this paper, we propose ISResMat, a framework specifically designed to match the schemas of relational tables by fine-tuning a pre-trained language model. We first offer a training data construction method, Pairwise Sampling, which could generate the training dataset with table data. Next, we design two loss functions (i.e., Meta-Matching Loss and Agent-Delegating Loss) to learn representations of table columns. With those representations, we could calculate matching scores between different table columns for deducing the matching candidates, which provides a novel approach to schema matching. Finally, we present two optimizations (i.e., Matching Rectification Loss and Distribution-Aware Fingerprint) to handle the problems of matching cardinality constraints and numerical columns, respectively. ISResMat is a flexible framework supporting instance-based, schema-based, and hybrid matching without significant modification. Experiments on 500+ fabricated and human-curated relation pairs spanning diverse domains and matching scenarios showcase that our approach outperforms existing state-of-the-art methods.","2375-026X","979-8-3503-1715-2","10.1109/ICDE60146.2024.00018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10597805","schema matching;language model;relational database","Training;Federated learning;Databases;Neural networks;Training data;Fingerprint recognition;Sampling methods","","1","","41","IEEE","23 Jul 2024","13-16 May 2024","13-16 May 2024","IEEE","IEEE Conferences"
"ArEmotive Bridging the Gap: Automatic Ontology Augmentation Using Zero-Shot Classification for Fine-Grained Sentiment Analysis of Arabic Text","A. Jaradeh; M. -B. Kurdy","Department of Web Sciences, Syrian Virtual University, Damascus, Syria; Department of Web Sciences, Syrian Virtual University, Damascus, Syria",IEEE Access,"10 Aug 2023","2023","11","","81318","81330","Human-computer interaction remains one of the final frontiers to conquer while held in perspective with the rapid developments and technology growth over recent years. It is an arduous task to convey the true human intent to the machine in order to generate a computerized relevant decision in a certain field. In recent years, focus has shifted to cover fields of study that relate to Sentiment Analysis (SA) to improve and ease the tasks of our daily lives. We Propose ArEmotive (Arabic Emotive), a fine-grained sentiment analysis system that is human-independent which can automatically grow its source of information allowing for more precision and a greater dataset each time it is used through ontology augmentation and classification. Our proposed architecture relies on multiple data sources running through certain pipelines to generate a central online repository utilized by any mobile system to access this info-base. This system is important because many researchers in the field of automated ontology alignment and ontology mapping achieved a semi-automated approach to map new ontologies out of old ones or to extend already existing ontologies with data from new ones. ArEmotive identifies fine-grained emotions in text based on a dynamic ontology enriched through ontology alignment, mapping and machine learning assisted classification, resulting in a structure that contributes in: a centralized dataset ever growing to fit the need of the users, a sustainable structure able to allocate new data sources without the need to modify the system, ability to generate appropriate information even with the absence of “parent” sources.","2169-3536","","10.1109/ACCESS.2023.3300737","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10198434","Arabic NLP;fine-grained emotions;ontology augmentation","Ontologies;Task analysis;Social networking (online);Sentiment analysis;Bridges;Blogs;Soft sensors;Emotion recognition","","8","","48","CCBYNCND","1 Aug 2023","2023","","IEEE","IEEE Journals"
"Research on Visual Story Generation Algorithm Based on Fine-Grained Visual Features and Knowledge Graphs","X. Zhang; H. Zhao","General Education College of Xi'an Eurasia University, Xi'an, China; Library and Information Center of Xi'an Eurasia University, Xi'an, China","2024 2nd International Conference on Mechatronics, IoT and Industrial Informatics (ICMIII)","10 Sep 2024","2024","","","265","269","This paper proposes a visual story generation algorithm based on fine-grained visual features and knowledge graphs. The algorithm aims at how to fully mine and extend the representation of image content. This project intends to study and develop fine-grained visual feature generation algorithms based on text and word collection generation algorithms based on semantics from the visual level and high-level semantic level. Using image data containing entity associations, deep convolution learning is implemented for fine granularity. The relationship between external knowledge maps and adjacent images is expanded and enriched by using high-level semantic integration. Finally, a more complete and detailed expression of the video sequence is given. The performance of this algorithm is compared with other algorithms on VG-MSDN. The average recall rate was 62.5% and 42.6%, respectively. This new method can solve the problem of insufficient predicate information in traditional scientific knowledge and improve the scientific knowledge effect. The probability of the information predicate appearing in the prediction predicate is greatly increased.","","979-8-3503-8663-9","10.1109/ICMIII62623.2024.00055","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10659980","Digital transformation;news fly spark;digital scene map generation;image cropping;semantic transformation;extended information","Visualization;Mechatronics;Convolution;Semantics;Video sequences;Knowledge graphs;Transforms","","","","13","IEEE","10 Sep 2024","12-14 June 2024","12-14 June 2024","IEEE","IEEE Conferences"
"A Secure and Reusable Software Architecture for Supporting Online Data Harmonization","Z. Feric; N. B. Agostini; D. Beene; A. J. Signes-Pastor; Y. Halchenko; D. Watkins; D. MacKenzie; M. Karagas; J. Manjourides; A. Alshawabkeh; D. Kaeli","Dept. of Electrical and Computer Engineering, Northeastern University; Dept. of Electrical and Computer Engineering, Northeastern University; Community Environmental Health Program, College of Pharmacy, Health Sciences Center, University of New Mexico; Department of Epidemiology, Geisel School of Medicine at Dartmouth; Department of Epidemiology, Geisel School of Medicine at Dartmouth; Environmental Health Sciences, School of Public Health, University of Michigan; Community Environmental Health Program, College of Pharmacy, Health Sciences Center, University of New Mexico; Department of Epidemiology, Geisel School of Medicine at Dartmouth; Bouvé College of Health Sciences, Northeastern University; Dept. of Civil and Environmental Engineering, Northeastern University; Dept. of Electrical and Computer Engineering, Northeastern University",2021 IEEE International Conference on Big Data (Big Data),"13 Jan 2022","2021","","","2801","2812","Retrospective data harmonization across multiple research cohorts and studies is frequently done to increase statistical power, provide comparison analysis, and create a richer data source for data mining. However, when combining disparate data sources, harmonization projects face data management and analysis challenges. These include differences in the data dictionaries and variable definitions, privacy concerns surrounding health data representing sensitive populations, and lack of properly defined data models. With the availability of mature open-source web-based database technologies, developing a complete software architecture to overcome the challenges associated with the harmonization process can alleviate many roadblocks. By leveraging state-of-the-art software engineering and database principles, we can ensure data quality and enable cross-center online access and collaboration.This paper outlines a complete software architecture developed and customized using the Django web framework, leveraged to harmonize sensitive data collected from three NIH-support birth cohorts. We describe our framework and show how we successfully overcame challenges faced when harmonizing data from these cohorts. We discuss our efforts in data cleaning, data sharing, data transformation, data visualization, and analytics, while reflecting on what we have learned to date from these harmonized datasets.","","978-1-6654-3902-2","10.1109/BigData52589.2021.9671538","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671538","","Dictionaries;Software architecture;Databases;Soft sensors;Data visualization;Big Data;Natural language processing","","2","","54","IEEE","13 Jan 2022","15-18 Dec. 2021","15-18 Dec. 2021","IEEE","IEEE Conferences"
"CSSDM Knowledge Graph to Enable Continuity of Care Data Interoperability","S. Das; D. Naskar; S. Rodríguez González; P. Hussey","Dept of Com Sc., BISITE Research Group, University of Salamanca, Salamanca, Spain; Dept of Com Sc., BISITE Research Group, University of Salamanca, Salamanca, Spain; Dept of Com Sc., BISITE Research Group, University of Salamanca, Salamanca, Spain; Faculty of Science & Health, Dublin City University, Dublin, Ireland",2025 19th International Conference on Semantic Computing (ICSC),"19 Jun 2025","2025","","","163","170","The swift progress of digital technologies and recent global pandemic events have intensified the focus on leveraging these technologies to improve health care service delivery and workflow, particularly during crises. Action plans that consolidate existing digital transformation programs are being re-viewed to establish core infrastructure for sustainable health care solutions. For instance, reforming health and social care to personalize home care can reduce the need for treatment in overcrowded acute hospital settings, improving experiences and outcomes for both health care professionals and service users. In this data-driven field, tackling the interoperability challenge through standards-based roadmaps is essential for establishing seamless connections between health and social care services. This strategy ensures secure and reliable data exchange across various healthcare providers. In this paper, we propose a methodology for extracting, transforming, and loading data through a semi-automated process, utilizing the Common Semantic Standardized Data Model (CSSDM) to build personalized healthcare knowledge graphs (KGs). The CSSDM is based on the formal ontology of ISO 13940 ContSys and integrates FHIR-based specifications to support the structural attributes necessary for KG creation. We propose that the CSSDM facilitates data harmonization and linking, offering an alternative approach to interoperability. This approach promotes a novel form of collaboration between companies developing health information systems and cloud-enabled health services. Consequently, it provides multiple stakeholders with access to high-quality data and information sharing.","2472-9671","979-8-3315-2426-5","10.1109/ICSC64641.2025.00029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11036286","Continuity of care;EHR;FHIR;Healthcare System;Interoperability;Ontology;Knowledge Graph","Pandemics;Semantics;Loading;Medical services;Knowledge graphs;Ontologies;Stakeholders;Reliability;Interoperability;Information systems","","","","42","EU","19 Jun 2025","3-5 Feb. 2025","3-5 Feb. 2025","IEEE","IEEE Conferences"
"A Semantic Similarity Measurement Integration Method for Posture Feature Evaluation in Time Series Data","N. Kamada; S. Shibahara; Y. Hayashi","Department of Data Science, Musashino University, Tokyo, Japan; Department of Data Science, Musashino University, Tokyo, Japan; Department of Data Science, Musashino University, Tokyo, Japan",2022 13th International Congress on Advanced Applied Informatics Winter (IIAI-AAI-Winter),"18 May 2023","2022","","","251","256","This paper proposes a method of heterogeneous similarity calculations for time series data comparison and its score integration for evaluating semantic similarity of human posture feature between two persons as trainee and trainer. In this method, a set of posture feature data obtained from videos of body motion of a person with superior posture and a person who want to have superior posture are used as input data. The similarity degrees between the data are calculated by multiple calculation methods using the shape and the frequency features as waves on the time-series data. A superior body motion is defined as a suitable posture from the viewpoints of mechanics, work efficiency, and aesthetics. The posture feature data consists of coordinate information of joints extracted using MediaPipe [1]. DTW (Dynamic Time Warping) [4], [5] to compare the shape feature and FFT (Fast Fourier Transform) [6] to compare the frequency feature are adopted in this time. In addition, the scores of two or more similarity measures are integrated after normalization. In the experiments, we confirmed the effectiveness and feasibility of the proposed method on flexion and extension exercises. As an application of the proposed method, we assume to be personal training at home or in the office in order to realize healthy society.","","979-8-3503-0992-8","10.1109/IIAI-AAI-Winter58034.2022.00056","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10123606","Time Series Data;Similarity Calculation;Score Integration;Pose Data;Dynamic Time Warping;Fast Fourier Transform","Training;Time-frequency analysis;Shape;Fast Fourier transforms;Time series analysis;Semantics;Feature extraction","","","","9","IEEE","18 May 2023","12-14 Dec. 2022","12-14 Dec. 2022","IEEE","IEEE Conferences"
"LLM-Assisted Semantic Alignment and Integration in Collaborative Model-Based Systems Engineering Using SysML v2","Z. Li; S. Husung; H. Wang","Product and Systems Engineering Group, Technische Universität Ilmenau, Ilmenau, Germany; Product and Systems Engineering Group, Technische Universität Ilmenau, Ilmenau, Germany; Product and Systems Engineering Group, Technische Universität Ilmenau, Ilmenau, Germany",2025 IEEE International Symposium on Systems Engineering (ISSE),"5 Feb 2026","2025","","","1","8","Cross-organizational collaboration in Model-Based Systems Engineering (MBSE) faces many challenges in achieving semantic alignment across independently developed system models. SysML v2 introduces enhanced structural modularity and formal semantics, offering a stronger foundation for interoperable modeling. Meanwhile, GPT-based Large Language Models (LLMs) provide new capabilities for assisting model understanding and integration. This paper proposes a structured, prompt-driven approach for LLM-assisted semantic alignment of SysML v2 models. The core contribution lies in the iterative development of an alignment approach and interaction prompts, incorporating model extraction, semantic matching, and verification. The approach leverages SysML v2 constructs such as alias, import, and metadata extensions to support traceable, soft alignment integration. It is demonstrated with a GPT-based LLM through an example of a measurement system. Benefits and limitations are discussed.","2687-8828","979-8-3315-7550-2","10.1109/ISSE65546.2025.11369983","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11369983","MBSE;Model-Based Collaboration;Systems Engineering;AI;LLM;SysML v2;Prompt Engineering","Large language models;Semantics;Collaboration;Metadata;Prompt engineering;Iterative methods;Modeling;Faces","","","","42","IEEE","5 Feb 2026","28-30 Oct. 2025","28-30 Oct. 2025","IEEE","IEEE Conferences"
"AI-Driven NLP and Blockchain-Enabled Linguistic Analytics: Integrative Approaches for Fair, Transparent Literary Translation of George Orwell's Works","S. D. Ilhom Qizi; S. S. Ilhom Qizi; N. D. Azamkulovich; Z. G. Elbekovna; K. D. Normurodovna; A. M. Raxmonkulovna","Tashkent State Transport University, Uzbekistan; Nordic International University, Uzbekistan; Nordic International University, Uzbekistan; Nordic International University, Uzbekistan; Nordic International University, Uzbekistan; Tashkent state university of Oriental studies, Uzbekistan",2025 International Conference on Electrical Engineering and Informatics (ICEEI),"21 Jan 2026","2025","","","1","8","The rapid improvement of artificial intelligence (AI) in natural language processing (NLP) has changed literary translation by implementing semantic protection and stylistic reliability throughout the languages. However, regular translation systems often lack transparency, diagnosticity, and justification, especially when dealing with politically sensitive texts, such as George Orwell's works. This study aims to design an integrated method for ensuring the fair, transparent, and responsible translation of AI-operated NLP by combining Blaxain-Issued linguistic analysis. This research aims to preserve the conceptual integrity, stylistic synchronization, and semantic balance while ensuring censorship in translation verification. The so-called hybrid-based translation verification structure (HECTVF) utilizes the proposed mechanism, which involves transformer-based neural engine translation, interprets AI instructions for the safety of semantic and stylistic integrity, and employs non-modern verification. To implement large-scale multilingual training and standardization, 1,620 language combinations are used as a basic framework for the Wikimatritics database, with more than 135 million parallel synthetic pairs. A reasonable measurement, the conceptual reliability score (IFS), has been introduced to quantify translation consistency. Experiments using the Wikimatrics database show that this structure improves the transparency of 12% of the semantic reliability, 9% of the stylistic reliability, and transparency in transformation accountability compared to basic systems that lack Blaxain coordination. Smart contracts ensure a strong character in protecting fellow verification and ideological techniques. In conclusion, this research provides a new intermediate structure that not only improves the accuracy of translation but also, in accordance with the importance of the environment for reality and transparency, enables justification, illustration, and accountability.","2155-6830","979-8-3315-9271-4","10.1109/ICEEI68459.2025.11331257","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11331257","Blockchain-enabled Linguistic Analytics;Explainable Artificial Intelligence (XAI);Ideological Fidelity;Score (IFS);Neural Machine Translation (NMT);Semantic and Stylistic Fidelity","Translation;Accuracy;Databases;Semantics;Transformers;Natural language processing;Multilingual;Reliability;Global communication;Painting","","","","42","IEEE","21 Jan 2026","13-15 Nov. 2025","13-15 Nov. 2025","IEEE","IEEE Conferences"
"CSSDM Ontology to Enable Continuity of Care Data Interoperability","S. Das; D. Naskar; S. R. González; P. Hussey","Dept of Com. Sc., BISITE Research Group, University of Salamanca, Spain; Dept of Com. Sc., BISITE Research Group, University of Salamanca, Spain; Dept of Com. Sc., BISITE Research Group, University of Salamanca, Spain; Faculty of Science & Health, Dublin City University, Dublin, Ireland",2024 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"10 Jan 2025","2024","","","3150","3155","The rapid advancement of digital technologies and recent global pandemic scenarios have led to a growing focus on how these technologies can enhance healthcare service delivery and workflow to address crises. Action plans that consolidate existing digital transformation programs are being reviewed to establish core infrastructure and foundations for sustainable healthcare solutions. Reforming health and social care to personalize home care, for example, can help avoid treatment in overcrowded acute hospital settings and improve the experiences and outcomes for both healthcare professionals and service users. In this information-intensive domain, addressing the interoperability challenge through standards-based roadmaps is crucial for enabling effective connections between health and social care services. This approach facilitates safe and trustworthy data workflows between different healthcare system providers.In this paper, we present a methodology for extracting, transforming, and loading data through a semi-automated process using a Common Semantic Standardized Data Model (CSSDM) to create personalized healthcare knowledge graph (KG). The CSSDM is grounded in the formal ontology of ISO 13940 ContSys and incorporates FHIR-based specifications to support structural attributes for generating KGs. We propose that the CSSDM facilitates data harmonization and linking, offering an alternative approach to interoperability. This approach promotes a novel form of collaboration between companies developing health information systems and cloud-enabled health services. Consequently, it provides multiple stakeholders with access to high-quality data and information sharing.","2156-1133","979-8-3503-8622-6","10.1109/BIBM62325.2024.10822860","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10822860","EHR;FHIR;Ontology;Interoperability;Healthcare System","Pandemics;ISO Standards;Semantics;Loading;Information sharing;Knowledge graphs;Ontologies;Stakeholders;Interoperability;Information systems","","","","21","EU","10 Jan 2025","3-6 Dec. 2024","3-6 Dec. 2024","IEEE","IEEE Conferences"
